id,margin,nixon,mcgovern,other,other2,hex_color
13077,57.32%, 78.66%,21.340000000000003,0.0%,0,c80036
13079,39.01%, 69.51%,30.489999999999995,0.0%,0,b1004d
13081,68.32%, 84.16%,15.840000000000003,0.0%,0,d60028
13083,86.89%, 93.45%,6.549999999999997,0.0%,0,ee0010
13085,56.52%, 78.26%,21.739999999999995,0.0%,0,c70037
13087,56.41%, 78.21%,21.790000000000006,0.0%,0,c70037
13089,54.70%, 77.35%,22.650000000000006,0.0%,0,c50039
13091,66.20%, 83.10%,16.900000000000006,0.0%,0,d3002b
13093,52.69%, 76.34%,23.659999999999997,0.0%,0,c2003c
13095,56.07%, 78.03%,21.97,0.0%,0,c60038
13097,74.13%, 87.07%,12.930000000000007,0.0%,0,de0020
13099,64.73%, 82.37%,17.629999999999995,0.0%,0,d2002c
13101,71.19%, 85.59%,14.409999999999997,0.0%,0,da0024
13103,72.93%, 86.47%,13.530000000000001,0.0%,0,dc0022
13105,52.97%, 76.48%,23.519999999999996,0.0%,0,c3003b
13107,60.17%, 80.09%,19.909999999999997,0.0%,0,cc0032
13109,63.25%, 81.63%,18.370000000000005,0.0%,0,d0002e
13111,59.89%, 79.95%,20.049999999999997,0.0%,0,cb0033
13113,76.63%, 88.31%,11.689999999999998,0.0%,0,e1001d
13115,64.24%, 82.12%,17.879999999999995,0.0%,0,d1002d
13117,68.78%, 84.39%,15.61,0.0%,0,d70027
13119,64.59%, 82.30%,17.700000000000003,0.0%,0,d1002d
13121,12.85%, 56.43%,43.57,0.0%,0,8f006f
13123,56.08%, 78.04%,21.959999999999994,0.0%,0,c70037
13125,86.75%, 93.38%,6.6200000000000045,0.0%,0,ee0010
13127,51.76%, 75.88%,24.120000000000005,0.0%,0,c1003d
13129,66.63%, 83.31%,16.689999999999998,0.0%,0,d4002a
13131,62.05%, 81.02%,18.980000000000004,0.0%,0,ce0030
13133,29.25%, 64.63%,35.370000000000005,0.0%,0,a4005a
13135,72.52%, 86.26%,13.739999999999995,0.0%,0,db0023
13137,69.90%, 84.95%,15.049999999999997,0.0%,0,d80026
13139,62.82%, 81.41%,18.590000000000003,0.0%,0,cf002f
13141,3.00%, 51.50%,48.5,0.0%,0,83007b
13143,63.71%, 81.85%,18.150000000000006,0.0%,0,d0002e
13145,57.75%, 78.87%,21.129999999999995,0.0%,0,c90035
13147,49.29%, 74.64%,25.36,0.0%,0,be0040
13149,63.56%, 81.78%,18.22,0.0%,0,d0002e
13151,55.86%, 77.93%,22.069999999999993,0.0%,0,c60038
13153,68.31%, 84.16%,15.840000000000003,0.0%,0,d60028
13155,69.35%, 84.68%,15.319999999999993,0.0%,0,d70027
13157,59.26%, 79.63%,20.370000000000005,0.0%,0,cb0033
13159,47.15%, 73.57%,26.430000000000007,0.0%,0,bb0043
13161,72.02%, 86.01%,13.989999999999995,0.0%,0,db0023
13163,40.22%, 70.11%,29.89,0.0%,0,b2004c
13165,57.04%, 78.52%,21.480000000000004,0.0%,0,c80036
13167,68.14%, 84.07%,15.930000000000007,0.0%,0,d60028
13169,48.50%, 74.25%,25.75,0.0%,0,bd0041
13171,46.93%, 73.47%,26.53,0.0%,0,bb0043
13173,62.99%, 81.50%,18.5,0.0%,0,cf002f
13175,55.06%, 77.53%,22.47,0.0%,0,c50039
13177,57.40%, 78.70%,21.299999999999997,0.0%,0,c80036
13179,31.51%, 65.76%,34.239999999999995,0.0%,0,a70057
13181,57.12%, 78.56%,21.439999999999998,0.0%,0,c80036
13183,52.80%, 76.40%,23.599999999999994,0.0%,0,c2003c
13185,58.99%, 79.50%,20.5,0.0%,0,ca0034
13187,58.65%, 79.32%,20.680000000000007,0.0%,0,ca0034
13189,50.03%, 75.01%,24.989999999999995,0.0%,0,bf003f
13191,24.27%, 62.14%,37.86,0.0%,0,9e0060
13193,41.10%, 70.55%,29.450000000000003,0.0%,0,b3004b
13195,64.00%, 82.00%,18.0,0.0%,0,d1002d
13197,67.65%, 83.83%,16.17,0.0%,0,d50029
13199,47.64%, 73.82%,26.180000000000007,0.0%,0,bc0042
13201,82.98%, 91.49%,8.510000000000005,0.0%,0,e90015
13205,36.36%, 68.18%,31.819999999999993,0.0%,0,ad0051
13207,46.87%, 73.43%,26.569999999999993,0.0%,0,bb0043
13209,60.52%, 80.26%,19.739999999999995,0.0%,0,cc0032
13211,50.06%, 75.03%,24.97,0.0%,0,bf003f
13213,60.82%, 80.41%,19.590000000000003,0.0%,0,cd0031
13215,55.11%, 77.55%,22.450000000000003,0.0%,0,c50039
13217,54.21%, 77.10%,22.900000000000006,0.0%,0,c4003a
13219,62.78%, 81.39%,18.61,0.0%,0,cf002f
13221,68.01%, 84.00%,16.0,0.0%,0,d60028
13223,47.41%, 73.70%,26.299999999999997,0.0%,0,bb0043
13225,21.66%, 60.83%,39.17,0.0%,0,9b0063
13227,60.32%, 80.16%,19.840000000000003,0.0%,0,cc0032
13229,76.10%, 88.05%,11.950000000000003,0.0%,0,e0001e
13231,54.39%, 77.20%,22.799999999999997,0.0%,0,c4003a
13233,57.83%, 78.91%,21.090000000000003,0.0%,0,c90035
13235,63.15%, 81.58%,18.42,0.0%,0,d0002e
13237,52.94%, 76.47%,23.53,0.0%,0,c2003c
13239,56.39%, 78.19%,21.810000000000002,0.0%,0,c70037
13241,60.28%, 80.14%,19.86,0.0%,0,cc0032
13243,33.53%, 66.76%,33.239999999999995,0.0%,0,aa0054
13245,45.09%, 72.55%,27.450000000000003,0.0%,0,b90045
13247,63.64%, 81.82%,18.180000000000007,0.0%,0,d0002e
13249,62.15%, 81.07%,18.930000000000007,0.0%,0,ce0030
13251,61.37%, 80.69%,19.310000000000002,0.0%,0,cd0031
13253,66.23%, 83.12%,16.879999999999995,0.0%,0,d3002b
13255,61.69%, 80.84%,19.159999999999997,0.0%,0,ce0030
13257,62.49%, 81.24%,18.760000000000005,0.0%,0,cf002f
13259,48.58%, 74.29%,25.709999999999994,0.0%,0,bd0041
13261,56.28%, 78.14%,21.86,0.0%,0,c70037
13263,32.18%, 66.09%,33.91,0.0%,0,a80056
13265,22.26%, 61.13%,38.87,0.0%,0,9b0063
13267,70.92%, 85.46%,14.540000000000006,0.0%,0,d90025
13269,50.91%, 75.45%,24.549999999999997,0.0%,0,c0003e
13271,53.14%, 76.57%,23.430000000000007,0.0%,0,c3003b
13273,49.98%, 74.99%,25.010000000000005,0.0%,0,bf003f
13275,50.88%, 75.44%,24.560000000000002,0.0%,0,c0003e
13277,69.82%, 84.91%,15.090000000000003,0.0%,0,d80026
13279,71.61%, 85.80%,14.200000000000003,0.0%,0,da0024
13281,59.13%, 79.56%,20.439999999999998,0.0%,0,ca0034
13283,73.01%, 86.50%,13.5,0.0%,0,dc0022
13285,60.48%, 80.24%,19.760000000000005,0.0%,0,cc0032
13287,65.82%, 82.91%,17.090000000000003,0.0%,0,d3002b
13289,10.10%, 55.05%,44.95,0.0%,0,8c0072
13291,51.49%, 75.74%,24.260000000000005,0.0%,0,c1003d
13293,69.04%, 84.52%,15.480000000000004,0.0%,0,d70027
13295,69.44%, 84.72%,15.280000000000001,0.0%,0,d80026
13297,55.59%, 77.80%,22.200000000000003,0.0%,0,c60038
13299,58.47%, 79.23%,20.769999999999996,0.0%,0,ca0034
13301,42.42%, 71.21%,28.790000000000006,0.0%,0,b50049
13303,51.58%, 75.79%,24.209999999999994,0.0%,0,c1003d
13305,66.76%, 83.38%,16.620000000000005,0.0%,0,d4002a
13307,63.45%, 81.73%,18.269999999999996,0.0%,0,d0002e
13309,57.61%, 78.80%,21.200000000000003,0.0%,0,c80036
13311,63.51%, 81.76%,18.239999999999995,0.0%,0,d0002e
13313,62.92%, 81.46%,18.540000000000006,0.0%,0,cf002f
13315,71.07%, 85.54%,14.459999999999994,0.0%,0,da0024
13317,54.52%, 77.26%,22.739999999999995,0.0%,0,c50039
13319,49.03%, 74.52%,25.480000000000004,0.0%,0,be0040
13321,68.89%, 84.44%,15.560000000000002,0.0%,0,d70027
15001,18.19%, 59.09%,40.91,0.0%,0,960068
15003,26.64%, 63.32%,36.68,0.0%,0,a1005d
15005,0%,-,0,0.0%,0,000000
15007,16.73%, 58.36%,41.64,0.0%,0,94006a
15009,22.19%, 61.09%,38.91,0.0%,0,9b0063
16001,44.15%, 67.51%,23.36,9.129999999999999%, 8.70%,ac173b
16003,47.15%, 67.77%,20.620000000000005,11.610000000000001%, 11.40%,ac1d34
16005,22.60%, 57.93%,35.34,6.73%, 6.07%,93115a
16007,47.00%, 69.48%,22.47999999999999,8.04%, 7.88%,b11439
16009,16.06%, 55.54%,39.47,4.99%, 4.80%,8d0c64
16011,41.20%, 64.33%,23.120000000000005,12.549999999999999%, 12.26%,a4203a
16013,25.19%, 60.98%,35.790000000000006,3.23%, 2.80%,9b085b
16015,41.18%, 66.27%,25.10000000000001,8.629999999999999%, 8.43%,a81640
16017,23.56%, 57.47%,33.900000000000006,8.63%, 8.25%,921656
16019,41.62%, 61.19%,19.560000000000002,19.25%, 18.97%,9c3131
16021,27.15%, 59.26%,32.11,8.63%, 8.14%,971651
16023,28.72%, 56.45%,27.72,15.83%, 15.76%,8f2846
16025,53.78%, 74.30%,20.52000000000001,5.18%, 5.18%,bd0d34
16027,47.48%, 68.45%,20.959999999999994,10.59%, 10.31%,ae1b35
16029,49.19%, 69.95%,20.75999999999999,9.29%, 9.26%,b21734
16031,56.73%, 74.26%,17.519999999999996,8.219999999999999%, 7.68%,bd142c
16033,60.31%, 74.34%,14.039999999999992,11.620000000000001%, 11.40%,bd1d23
16035,5.67%, 50.67%,45.0,4.33%, 3.57%,810b72
16037,49.93%, 69.06%,19.14,11.8%, 11.59%,b01e30
16039,41.62%, 66.55%,24.930000000000007,8.52%, 8.26%,a9153f
16041,55.90%, 71.59%,15.689999999999998,12.72%, 12.59%,b62028
16043,42.06%, 61.38%,19.179999999999993,19.44%, 19.32%,9c3130
16045,37.19%, 61.32%,24.120000000000005,14.56%, 14.38%,9c253d
16047,47.41%, 70.73%,23.310000000000002,5.96%, 5.80%,b40f3b
16049,31.01%, 62.20%,31.189999999999998,6.609999999999999%, 6.34%,9e104f
16051,30.86%, 58.38%,13.989999999999995,27.630000000000003%, 27.51%,944623
16053,56.89%, 75.11%,18.230000000000004,6.66%, 6.48%,bf102e
16055,29.54%, 61.33%,31.78,6.89%, 6.63%,9c1151
16057,13.69%, 55.35%,41.66,2.99%, 2.45%,8d076a
16059,42.22%, 61.99%,18.0,20.009999999999998%, 19.77%,9e332d
16061,19.32%, 56.97%,37.63,5.4%, 5.04%,910d5f
16063,53.59%, 74.37%,20.789999999999992,4.84%, 4.38%,bd0c35
16065,52.09%, 69.13%,13.620000000000005,17.25%, 17.04%,b02b22
16067,44.81%, 68.66%,23.85000000000001,7.49%, 7.21%,af133c
16069,9.64%, 52.19%,42.550000000000004,5.26%, 3.63%,850d6c
16071,47.60%, 71.45%,23.86,4.69%, 4.57%,b60b3c
16073,50.22%, 70.14%,19.92,9.94%, 9.85%,b21932
16075,46.74%, 67.85%,21.11,11.040000000000001%, 10.72%,ad1c35
16077,35.78%, 64.45%,28.67,6.88%, 6.51%,a41149
16079,11.77%, 53.67%,41.9,4.430000000000001%, 3.97%,880b6a
16081,46.65%, 68.58%,21.930000000000007,9.49%, 9.49%,ae1837
16083,55.06%, 73.98%,18.92,7.1%, 6.38%,bc1230
16085,36.59%, 61.55%,24.97,13.48%, 13.02%,9c223f
16087,36.39%, 61.99%,25.61,12.4%, 12.10%,9e1f41
17001,39.12%, 69.46%,30.340000000000003,0.2%,0,b1004d
17003,19.12%, 59.09%,39.98,0.93%,0,960265
17005,24.66%, 62.30%,37.64,0.06%,0,9e005f
17007,38.09%, 68.89%,30.810000000000002,0.3%,0,af004e
17009,19.09%, 58.90%,39.81,1.29%,0,960365
17011,35.10%, 67.47%,32.36,0.17%,0,ac0052
17013,13.46%, 56.51%,43.06,0.43%,0,90016d
17015,40.20%, 69.99%,29.790000000000006,0.22%,0,b2004b
17017,22.32%, 61.14%,38.83,0.03%,0,9b0063
17019,15.26%, 57.43%,42.17,0.4%,0,92016b
17021,14.23%, 56.98%,42.75,0.27%,0,91006d
17023,31.58%, 65.74%,34.16000000000001,0.1%,0,a70057
17025,29.97%, 64.92%,34.94,0.14%,0,a50059
17027,24.98%, 62.39%,37.41,0.2%,0,9f005f
17029,26.17%, 62.90%,36.72,0.38%,0,a0005d
17031,7.40%, 53.41%,46.010000000000005,0.58%,0,880175
17033,30.74%, 65.32%,34.58000000000001,0.1%,0,a60058
17035,21.91%, 60.79%,38.87,0.34%,0,9b0063
17037,20.82%, 60.25%,39.43,0.32%,0,990064
17039,30.54%, 65.22%,34.68000000000001,0.1%,0,a60058
17041,37.43%, 68.66%,31.22,0.12%,0,af004f
17043,50.19%, 75.02%,24.83,0.15%,0,bf003f
17045,29.74%, 64.73%,34.97999999999999,0.29%,0,a50059
17047,48.08%, 73.93%,25.849999999999994,0.22%,0,bc0041
17049,32.75%, 66.34%,33.58,0.08%,0,a90055
17051,22.12%, 61.05%,38.93,0.02%,0,9b0063
17053,49.03%, 74.51%,25.47999999999999,0.01%,0,be0040
17055,8.41%, 54.04%,45.62,0.34%,0,890074
17057,24.06%, 61.80%,37.74,0.46%,0,9d0160
17059,7.60%, 53.69%,46.09,0.22%,0,880075
17061,24.58%, 62.13%,37.55,0.32%,0,9e005f
17063,41.66%, 70.70%,29.039999999999992,0.26%,0,b4004a
17065,24.08%, 61.94%,37.85,0.21%,0,9d0060
17067,35.29%, 67.56%,32.28,0.16%,0,ac0052
17069,25.31%, 62.54%,37.230000000000004,0.23%,0,9f005e
17071,21.30%, 60.62%,39.31,0.07%,0,9a0064
17073,27.72%, 63.82%,36.089999999999996,0.09%,0,a2005c
17075,52.41%, 75.99%,23.590000000000003,0.42%,0,c1013c
17077,2.94%, 48.42%,51.37,0.21%,0,7b0082
17079,23.81%, 61.18%,37.37,1.45%,0,9c035f
17081,19.19%, 59.40%,40.22,0.38%,0,970066
17083,21.71%, 60.70%,38.989999999999995,0.31%,0,9a0063
17085,26.88%, 63.35%,36.47,0.18%,0,a1005c
17087,37.18%, 68.54%,31.36,0.1%,0,ae004f
17089,40.08%, 69.87%,29.799999999999997,0.33%,0,b2004b
17091,33.27%, 66.54%,33.27999999999999,0.18%,0,a90054
17093,57.46%, 78.65%,21.189999999999998,0.16%,0,c80036
17095,29.82%, 64.69%,34.870000000000005,0.44%,0,a40158
17097,31.93%, 65.84%,33.91,0.25%,0,a70056
17099,18.57%, 59.20%,40.629999999999995,0.17%,0,960067
17101,30.91%, 65.36%,34.44,0.2%,0,a60057
17103,37.76%, 68.67%,30.909999999999997,0.42%,0,af014e
17105,44.21%, 72.07%,27.860000000000014,0.07%,0,b70047
17107,40.04%, 69.95%,29.909999999999997,0.14%,0,b2004c
17109,34.50%, 67.18%,32.67999999999999,0.14%,0,ab0053
17111,49.73%, 74.75%,25.03,0.22%,0,be003f
17113,35.33%, 67.59%,32.25999999999999,0.15%,0,ac0052
17115,18.59%, 59.16%,40.57,0.27%,0,960067
17117,16.75%, 58.03%,41.28,0.69%,0,930169
17119,12.20%, 55.88%,43.669999999999995,0.45%,0,8e016f
17121,21.33%, 60.58%,39.25,0.17%,0,9a0064
17123,35.00%, 67.43%,32.42999999999999,0.14%,0,ab0052
17125,25.56%, 62.70%,37.15,0.15%,0,9f005e
17127,40.28%, 69.99%,29.72,0.29%,0,b2004b
17129,39.33%, 69.49%,30.150000000000006,0.36%,0,b1004c
17131,22.09%, 60.98%,38.900000000000006,0.12%,0,9b0063
17133,37.20%, 68.44%,31.25,0.31%,0,ae004f
17135,13.62%, 56.71%,43.1,0.19%,0,90006d
17137,32.34%, 66.13%,33.80000000000001,0.07%,0,a80056
17139,14.40%, 57.07%,42.68,0.25%,0,91006c
17141,47.94%, 73.88%,25.930000000000007,0.19%,0,bc0042
17143,29.55%, 64.49%,34.94000000000001,0.57%,0,a40159
17145,26.07%, 62.98%,36.910000000000004,0.11%,0,a0005e
17147,35.66%, 67.72%,32.05,0.23%,0,ac0051
17149,20.86%, 60.23%,39.36000000000001,0.41%,0,990164
17151,30.07%, 64.92%,34.849999999999994,0.23%,0,a50058
17153,19.13%, 59.27%,40.129999999999995,0.6%,0,970166
17155,19.84%, 59.74%,39.9,0.36%,0,980065
17157,20.48%, 60.20%,39.709999999999994,0.09%,0,990065
17159,36.98%, 68.41%,31.42,0.17%,0,ae0050
17161,7.14%, 53.39%,46.25,0.36%,0,880075
17163,3.96%, 51.50%,47.54,0.96%,0,830279
17165,18.84%, 59.30%,40.45,0.25%,0,970067
17167,32.10%, 65.47%,33.370000000000005,1.16%,0,a60255
17169,32.20%, 66.03%,33.84,0.13%,0,a80056
17171,32.08%, 66.00%,33.91,0.09%,0,a80056
17173,24.32%, 62.08%,37.75,0.17%,0,9e0060
17175,43.39%, 71.44%,28.049999999999997,0.51%,0,b60147
17177,35.87%, 67.86%,31.989999999999995,0.15%,0,ad0051
17179,34.36%, 67.08%,32.71000000000001,0.21%,0,ab0053
17181,18.94%, 59.36%,40.43,0.21%,0,970067
17183,26.51%, 63.06%,36.559999999999995,0.38%,0,a0005d
17185,36.87%, 68.35%,31.480000000000004,0.17%,0,ae0050
17187,40.49%, 70.15%,29.669999999999987,0.18%,0,b2004b
17189,37.92%, 68.85%,30.940000000000012,0.21%,0,af004e
17191,39.64%, 69.75%,30.120000000000005,0.13%,0,b1004c
17193,24.36%, 62.10%,37.74,0.16%,0,9e0060
17195,37.14%, 68.40%,31.25999999999999,0.34%,0,ae004f
17197,31.77%, 65.67%,33.89999999999999,0.43%,0,a70156
17199,20.85%, 60.02%,39.18,0.8%,0,990263
17201,23.17%, 61.46%,38.29,0.25%,0,9c0061
17203,45.93%, 72.88%,26.950000000000003,0.17%,0,b90044
18001,30.92%, 65.24%,34.31,0.45%,0,a60157
18003,32.96%, 66.20%,33.239999999999995,0.56%,0,a80154
18005,42.41%, 70.87%,28.459999999999994,0.67%,0,b40148
18007,40.40%, 70.01%,29.61,0.38%,0,b2004b
18009,25.16%, 62.33%,37.160000000000004,0.51%,0,9e015e
18011,50.50%, 75.10%,24.61,0.29%,0,bf003e
18013,30.76%, 65.06%,34.3,0.64%,0,a50157
18015,45.11%, 72.32%,27.210000000000008,0.47%,0,b80145
18017,40.51%, 69.77%,29.25,0.98%,0,b1024a
18019,19.45%, 59.42%,39.98,0.6%,0,970165
18021,31.12%, 65.34%,34.209999999999994,0.45%,0,a60157
18023,39.23%, 69.42%,30.189999999999998,0.39%,0,b1004c
18025,18.48%, 58.96%,40.48,0.56%,0,960167
18027,41.02%, 70.33%,29.310000000000002,0.36%,0,b3004a
18029,29.89%, 64.69%,34.81,0.5%,0,a40158
18031,38.35%, 68.84%,30.47999999999999,0.68%,0,af014d
18033,33.69%, 66.44%,32.74000000000001,0.82%,0,a90253
18035,28.74%, 64.21%,35.47000000000001,0.32%,0,a3005a
18037,2.06%, 50.36%,48.3,1.34%,0,80037b
18039,41.76%, 70.57%,28.810000000000002,0.62%,0,b30149
18041,34.67%, 67.16%,32.5,0.34%,0,ab0052
18043,17.47%, 58.31%,40.83,0.86%,0,940268
18045,33.34%, 66.41%,33.07000000000001,0.52%,0,a90154
18047,33.85%, 66.74%,32.89,0.37%,0,aa0053
18049,48.10%, 73.82%,25.730000000000004,0.45%,0,bc0141
18051,23.50%, 61.51%,38.010000000000005,0.48%,0,9c0160
18053,45.09%, 72.41%,27.320000000000007,0.27%,0,b80045
18055,30.69%, 64.80%,34.11,1.09%,0,a50256
18057,65.78%, 82.74%,16.97,0.29%,0,d2002b
18059,56.18%, 77.87%,21.689999999999998,0.44%,0,c60137
18061,20.05%, 59.77%,39.709999999999994,0.52%,0,980165
18063,60.10%, 79.89%,19.790000000000006,0.32%,0,cb0032
18065,44.18%, 71.94%,27.760000000000005,0.3%,0,b70046
18067,47.88%, 73.67%,25.789999999999992,0.54%,0,bb0141
18069,37.53%, 68.48%,30.959999999999994,0.56%,0,ae014e
18071,31.06%, 64.99%,33.93000000000001,1.08%,0,a50256
18073,53.24%, 76.21%,22.980000000000004,0.81%,0,c2023a
18075,28.90%, 64.21%,35.32000000000001,0.47%,0,a3015a
18077,22.11%, 60.54%,38.43,1.03%,0,9a0261
18079,27.62%, 63.21%,35.59,1.2%,0,a1035a
18081,54.88%, 77.17%,22.299999999999997,0.53%,0,c40138
18083,32.16%, 65.62%,33.459999999999994,0.92%,0,a70255
18085,58.33%, 78.93%,20.599999999999994,0.47%,0,c90134
18087,42.71%, 71.11%,28.39,0.5%,0,b50148
18089,13.13%, 56.24%,43.1,0.66%,0,8f016d
18091,32.74%, 65.98%,33.239999999999995,0.78%,0,a80154
18093,43.56%, 71.55%,27.99000000000001,0.46%,0,b60147
18095,30.12%, 64.92%,34.78999999999999,0.29%,0,a50058
18097,33.54%, 66.52%,32.980000000000004,0.5%,0,a90154
18099,46.35%, 73.02%,26.67,0.31%,0,ba0044
18101,26.30%, 62.99%,36.68,0.33%,0,a0005d
18103,41.55%, 70.46%,28.92,0.62%,0,b30149
18105,13.24%, 56.05%,42.82,1.13%,0,8e026d
18107,52.28%, 75.99%,23.710000000000008,0.3%,0,c1003c
18109,55.65%, 77.62%,21.959999999999994,0.42%,0,c50137
18111,50.10%, 75.00%,24.900000000000006,0.1%,0,bf003f
18113,29.99%, 64.75%,34.760000000000005,0.49%,0,a50158
18115,19.40%, 59.50%,40.11,0.39%,0,970066
18117,32.08%, 65.89%,33.8,0.31%,0,a80056
18119,38.89%, 69.25%,30.36,0.39%,0,b0004d
18121,38.72%, 69.16%,30.439999999999998,0.4%,0,b0014d
18123,9.75%, 54.72%,44.980000000000004,0.3%,0,8b0072
18125,23.12%, 61.28%,38.16,0.56%,0,9c0161
18127,49.78%, 74.60%,24.820000000000007,0.58%,0,be013f
18129,30.69%, 65.24%,34.56,0.2%,0,a60058
18131,38.72%, 69.04%,30.309999999999988,0.65%,0,b0014d
18133,40.38%, 70.08%,29.700000000000003,0.22%,0,b2004b
18135,43.70%, 71.57%,27.870000000000005,0.56%,0,b60147
18137,29.25%, 64.45%,35.2,0.35%,0,a40059
18139,54.19%, 76.95%,22.75,0.3%,0,c4003a
18141,21.65%, 60.55%,38.89,0.56%,0,9a0163
18143,12.19%, 55.77%,43.57,0.66%,0,8e016f
18145,45.41%, 72.44%,27.040000000000006,0.52%,0,b80144
18147,17.54%, 58.61%,41.07,0.32%,0,950068
18149,29.49%, 64.43%,34.94999999999999,0.62%,0,a40159
18151,40.06%, 69.80%,29.730000000000004,0.47%,0,b1014b
18153,19.04%, 59.30%,40.27,0.43%,0,970166
18155,7.43%, 53.53%,46.1,0.37%,0,880075
18157,36.59%, 68.08%,31.480000000000004,0.44%,0,ad0150
18159,45.84%, 72.67%,26.83,0.5%,0,b90144
18161,45.35%, 72.50%,27.150000000000006,0.35%,0,b80045
18163,37.30%, 68.32%,31.02000000000001,0.66%,0,ae014f
18165,15.01%, 57.24%,42.23,0.53%,0,91016b
18167,22.13%, 60.73%,38.6,0.67%,0,9a0162
18169,36.91%, 68.29%,31.39,0.32%,0,ae0050
18171,40.31%, 69.96%,29.66000000000001,0.38%,0,b2004b
18173,32.64%, 65.84%,33.19,0.97%,0,a70254
18175,21.11%, 60.06%,38.96,0.98%,0,990263
18177,47.53%, 73.60%,26.070000000000007,0.33%,0,bb0042
18179,32.56%, 65.77%,33.21000000000001,1.02%,0,a70254
18181,46.80%, 73.19%,26.39,0.42%,0,ba0143
18183,32.02%, 65.67%,33.64999999999999,0.68%,0,a70155
19001,29.26%, 63.59%,34.34,2.07%,0,a20557
19003,21.44%, 59.57%,38.13,2.3%, 2.30%,970561
19005,28.63%, 63.24%,34.61,2.15%, 2.06%,a10558
19007,30.21%, 64.04%,33.83999999999999,2.1199999999999997%, 2.03%,a30556
19009,24.06%, 61.61%,37.56,0.83%,0,9d025f
19011,10.17%, 54.09%,43.919999999999995,1.99%,0,89056f
19013,17.12%, 57.51%,40.39,2.1%,0,920566
19015,10.51%, 54.29%,43.78,1.93%,0,8a046f
19017,33.41%, 65.89%,32.489999999999995,1.62%,0,a80452
19019,18.44%, 58.32%,39.89,1.79%,0,940465
19021,23.97%, 61.25%,37.28,1.47%,0,9c035f
19023,45.64%, 71.82%,26.17,2.01%,0,b70542
19025,21.59%, 60.00%,38.41,1.59%,0,990461
19027,2.08%, 47.55%,49.620000000000005,2.83%, 2.74%,79077e
19029,45.59%, 72.06%,26.480000000000004,1.46%,0,b70343
19031,28.29%, 63.39%,35.099999999999994,1.51%,0,a10359
19033,11.05%, 54.65%,43.61,1.74%,0,8b046f
19035,25.63%, 62.23%,36.61000000000001,1.16%,0,9e025d
19037,9.99%, 54.57%,44.58,0.85%,0,8b0271
19039,16.00%, 56.75%,40.76,2.49%, 2.49%,900667
19041,21.79%, 59.30%,37.52,3.1799999999999997%, 3.05%,97085f
19043,23.00%, 60.20%,37.199999999999996,2.6%, 2.41%,99065e
19045,12.51%, 55.60%,43.089999999999996,1.31%,0,8d036d
19047,19.24%, 58.60%,39.37,2.03%,0,950564
19049,9.25%, 53.72%,44.46,1.82%,0,880471
19051,11.49%, 54.61%,43.13,2.2600000000000002%, 2.24%,8b056d
19053,16.50%, 57.44%,40.93,1.63%,0,920468
19055,24.04%, 61.21%,37.17,1.62%,0,9c045e
19057,6.96%, 52.77%,45.82,1.41%,0,860374
19059,21.41%, 58.60%,37.18,4.22%, 4.06%,950a5e
19061,3.14%, 47.29%,50.43,2.28%, 2.21%,780580
19063,26.84%, 62.92%,36.07,1.01%,0,a0025b
19065,23.87%, 60.83%,36.96,2.21%, 2.07%,9b055e
19067,16.94%, 57.69%,40.75,1.56%,0,930367
19069,28.64%, 62.96%,34.33,2.71%, 2.64%,a00657
19071,36.65%, 67.62%,30.97,1.41%,0,ac034e
19073,21.46%, 59.35%,37.89,2.76%, 2.71%,970760
19075,43.20%, 71.03%,27.840000000000003,1.13%,0,b50246
19077,23.20%, 60.69%,37.5,1.81%,0,9a045f
19079,23.95%, 60.87%,36.93,2.1999999999999997%, 2.15%,9b055e
19081,22.14%, 60.47%,38.32,1.21%,0,9a0361
19083,24.62%, 61.42%,36.79,1.79%,0,9c045d
19085,32.80%, 65.83%,33.040000000000006,1.13%,0,a70254
19087,29.74%, 64.26%,34.50999999999999,1.23%,0,a30358
19089,9.87%, 54.37%,44.5,1.13%,0,8a0271
19091,26.93%, 62.53%,35.61,1.86%,0,9f045a
19093,30.49%, 64.67%,34.17999999999999,1.15%,0,a40257
19095,23.32%, 60.34%,37.019999999999996,2.6399999999999997%, 2.57%,99065e
19097,14.24%, 55.75%,41.5,2.75%, 2.66%,8e0769
19099,12.87%, 55.31%,42.44,2.25%, 2.20%,8d056c
19101,31.74%, 64.83%,33.08,2.09%, 2.02%,a50554
19103,16.83%, 40.91%,57.730000000000004,1.36%,0,680393
19105,17.53%, 58.23%,40.7,1.07%,0,940267
19107,18.46%, 58.35%,39.9,1.75%,0,940465
19109,13.98%, 56.39%,42.41,1.2%,0,8f036c
19111,12.70%, 55.33%,42.63,2.04%,0,8d056c
19113,7.42%, 52.78%,45.36,1.86%,0,860473
19115,24.01%, 61.31%,37.29,1.4%,0,9c035f
19117,23.28%, 60.79%,37.5,1.71%,0,9b045f
19119,45.34%, 72.12%,26.789999999999992,1.09%,0,b70244
19121,21.25%, 59.35%,38.1,2.55%, 2.52%,970661
19123,29.96%, 63.82%,33.86,2.3200000000000003%, 2.20%,a20556
19125,16.82%, 57.09%,40.269999999999996,2.6399999999999997%, 2.51%,910666
19127,23.56%, 60.85%,37.3,1.85%,0,9b045f
19129,52.44%, 74.94%,22.49000000000001,2.57%, 2.42%,bf0639
19131,16.00%, 57.44%,41.43,1.13%,0,920269
