id,margin,wh
17035,35.28,96.7
17037,-5.510000000000005,77.6
17039,26.85,95.1
17041,36.660000000000004,90.4
17043,-1.0999999999999943,68.1
17045,32.76,97.3
17047,51.14,96.9
17049,52.010000000000005,96.4
17051,34.370000000000005,92.2
17053,42.71000000000001,94.6
17055,16.82,96.1
17057,-11.009999999999998,92.2
17059,18.0,95.4
17061,25.33,96.9
17063,8.879999999999995,87.4
17065,32.91,96.6
17067,17.79,96.7
17069,34.029999999999994,95.2
17071,-12.25,96.5
17073,-3.0700000000000003,91.0
17075,44.55,90.6
17077,-14.339999999999996,74.5
17079,41.2,97.1
17081,22.809999999999995,86.1
17083,23.71,96.3
17085,-1.1599999999999966,94.8
17087,41.989999999999995,87.2
17089,-1.1000000000000014,58.1
17091,3.3800000000000026,72.3
17093,3.3200000000000003,71.9
17095,-17.310000000000002,83.7
17097,-8.339999999999996,63.3
17099,0.39000000000000057,86.9
17101,30.820000000000007,85.0
17103,7.309999999999995,87.0
17105,31.39,88.2
17107,31.980000000000004,86.6
17109,1.4500000000000028,88.1
17111,8.790000000000006,82.2
17113,10.969999999999999,80.3
17115,5.159999999999997,77.2
17117,7.030000000000001,96.3
17119,1.3699999999999974,85.7
17121,19.11,91.8
17123,14.230000000000004,94.6
17125,6.32,96.6
17127,33.660000000000004,89.0
17129,30.040000000000006,95.8
17131,-7.359999999999999,96.2
17133,26.71,96.6
17135,14.100000000000001,93.6
17137,15.309999999999995,89.1
17139,27.0,97.1
17141,16.72,87.7
17143,-4.380000000000003,71.2
17145,17.68,86.1
17147,26.57,96.7
17149,35.36,95.6
17151,38.8,89.6
17153,5.810000000000002,63.6
17155,-1.8100000000000023,93.1
17157,17.53,85.8
17159,32.870000000000005,95.9
17161,-21.810000000000002,73.7
17163,-14.32,62.5
17165,28.97,91.7
17167,8.61,81.4
17169,8.760000000000005,93.9
17171,26.36,97.0
17173,33.54,97.4
17175,16.269999999999996,96.5
17177,1.6400000000000006,83.8
17179,17.779999999999994,94.2
17181,21.880000000000003,91.8
17183,13.21,79.3
17185,36.769999999999996,95.5
17187,-5.449999999999996,85.1
17189,31.5,96.2
17191,58.129999999999995,96.4
17193,35.9,96.9
17195,-16.979999999999997,84.9
17197,-5.490000000000002,65.3
17199,24.82,90.7
17201,-5.520000000000003,70.8
17203,39.019999999999996,95.7
18000,,80.3
18001,39.37,94.1
18003,16.689999999999998,74.9
18005,25.370000000000005,84.6
18007,32.7,92.6
18009,16.470000000000006,95.9
18011,37.72,92.1
18013,16.67,95.9
18015,30.270000000000003,94.3
18017,21.689999999999998,81.8
18019,9.82,84.3
18021,33.65,96.5
18023,30.659999999999997,83.4
18025,8.280000000000001,96.5
18027,50.68000000000001,92.7
18029,39.66,96.4
18031,40.459999999999994,95.5
18033,31.589999999999996,95.1
18035,-3.1099999999999994,87.4
18037,27.630000000000003,91.8
18039,26.42,75.9
18041,16.860000000000007,96.0
18043,14.32,88.7
18045,34.13,95.4
18047,42.67,97.1
18049,33.18000000000001,92.2
18051,30.970000000000006,94.1
18053,21.96,85.6
18055,31.259999999999998,96.8
18057,34.25,84.9
18059,41.03999999999999,93.4
18061,22.82,96.0
18063,34.75,86.4
18065,16.970000000000006,93.9
18067,14.309999999999995,86.0
18069,39.67,95.4
18071,27.410000000000004,90.1
18073,25.410000000000004,91.7
18075,20.019999999999996,95.3
18077,10.399999999999999,93.4
18079,22.43,95.3
18081,38.309999999999995,90.8
18083,28.949999999999996,92.9
18085,52.07000000000001,88.6
18087,35.769999999999996,94.5
18089,-30.9,54.7
18091,-12.57,80.1
18093,32.7,95.9
18095,4.5,85.6
18097,-22.18,57.9
18099,28.770000000000003,88.2
18101,40.3,97.5
18103,30.839999999999996,89.5
18105,-19.14,84.5
18107,38.45,92.5
18109,41.040000000000006,96.3
18111,19.020000000000003,92.2
18113,33.49999999999999,87.7
18115,27.14,97.1
18117,21.580000000000005,95.7
18119,27.590000000000003,96.4
18121,32.529999999999994,94.7
18123,-11.600000000000001,94.3
18125,25.340000000000003,96.9
18127,-3.8800000000000026,84.1
18129,23.690000000000005,96.3
18131,27.17,94.5
18133,32.53,91.8
18135,24.010000000000005,94.5
18137,38.519999999999996,96.2
18139,34.33,96.2
18141,-3.5,74.2
18143,6.199999999999996,96.3
18145,33.53,93.0
18147,15.280000000000001,95.2
18149,10.590000000000003,94.5
18151,26.97,94.3
18153,20.64,92.0
18155,12.810000000000002,96.2
18157,3.5899999999999963,78.1
18159,31.749999999999993,95.6
18161,32.34,95.9
18163,10.549999999999997,84.4
18165,6.770000000000003,97.2
18167,-0.8500000000000014,85.9
18169,36.22,94.6
18171,27.709999999999994,97.0
18173,26.379999999999995,93.2
18175,24.440000000000005,96.9
18177,14.64,88.7
18179,44.92999999999999,95.3
18181,23.480000000000004,90.2
18183,38.839999999999996,95.7
19000,,87.1
19001,8.11,96.8
19003,3.6600000000000037,96.9
19005,-4.170000000000002,91.5
19007,3.3699999999999974,96.2
19009,5.530000000000001,97.3
19011,0.5600000000000023,96.7
19013,-20.240000000000002,82.7
19015,-6.640000000000001,94.6
19017,-2.6799999999999997,95.8
19019,-13.869999999999997,96.6
19021,10.18,62.6
19023,10.300000000000004,97.1
19025,12.490000000000002,94.6
19027,6.119999999999997,95.5
19029,18.86,95.7
19031,-4.590000000000003,95.9
19033,-13.380000000000003,91.6
19035,16.019999999999996,94.2
19037,-11.07,96.2
19039,-1.4599999999999937,85.2
19041,18.419999999999995,94.3
19043,-7.020000000000003,96.2
19045,-22.830000000000005,91.5
19047,7.830000000000005,68.5
19049,11.57,87.0
19051,16.380000000000003,97.2
19053,4.07,93.0
19055,0.21000000000000085,97.4
19057,-18.410000000000004,88.0
19059,17.879999999999995,96.4
19061,-14.719999999999999,91.9
19063,8.71,86.9
19065,-11.969999999999999,94.6
19067,-14.630000000000003,93.1
19069,10.75,86.2
19071,9.129999999999995,95.3
19073,0.10000000000000142,94.8
19075,22.689999999999998,97.1
19077,10.229999999999997,95.8
19079,2.6400000000000006,90.6
19081,13.43,94.1
19083,6.68,92.6
19085,12.690000000000005,96.7
19087,5.93,88.2
19089,-20.950000000000003,96.5
19091,21.85,94.1
19093,26.349999999999994,95.8
19095,4.789999999999999,95.7
19097,-16.89,95.8
19099,-7.07,94.3
19101,-15.969999999999999,83.1
19103,-35.5,80.6
19105,-7.780000000000001,94.7
19107,10.260000000000005,96.8
19109,12.18,96.1
19111,-15.479999999999997,91.0
19113,-17.699999999999996,88.1
19115,-0.6499999999999986,79.8
19117,6.18,97.3
19119,54.620000000000005,95.9
19121,11.920000000000002,96.4
19123,20.54,94.3
19125,13.130000000000003,94.7
19127,-9.36,73.9
19129,18.97,94.5
19131,-3.3699999999999974,97.2
19133,9.61,95.2
19135,7.699999999999996,95.2
19137,21.47,94.5
19139,-15.880000000000003,78.5
19141,44.910000000000004,93.3
19143,41.269999999999996,91.3
19145,24.510000000000005,91.7
19147,10.659999999999997,95.2
19149,34.24,93.6
19151,21.65,94.0
19153,-14.150000000000006,79.2
19155,5.240000000000002,88.7
19157,-9.350000000000001,92.2
19159,7.009999999999998,96.4
19161,18.369999999999997,95.7
19163,-13.739999999999995,81.3
19165,22.25,95.6
19167,67.64,87.9
19169,-13.839999999999996,85.5
19171,-7.43,82.7
19173,14.049999999999997,91.0
19175,-3.8599999999999994,94.6
19177,18.549999999999997,96.9
19179,-11.880000000000003,85.4
19181,1.9200000000000017,94.9
19183,4.07,91.7
19185,11.450000000000003,96.2
19187,-5.840000000000003,88.8
19189,0.05000000000000426,92.5
19191,-14.739999999999995,95.2
19193,-1.019999999999996,75.7
19195,-14.530000000000001,95.0
19197,8.18,87.7
20000,,76.8
20001,27.25,91.1
20003,40.17999999999999,94.7
20005,20.229999999999997,88.3
20007,55.75,93.2
20009,53.93,82.2
20011,33.67,90.7
20013,43.89999999999999,83.7
20015,41.69,89.8
20017,40.67,92.3
20019,62.82,87.0
20021,29.47,88.6
20023,64.94,90.5
20025,62.040000000000006,84.2
20027,53.010000000000005,94.7
20029,48.790000000000006,93.1
20031,51.33,93.8
20033,67.24000000000001,92.5
20035,29.6,80.5
20037,5.859999999999999,87.7
20039,62.14,95.0
20041,47.39999999999999,91.6
20043,44.42999999999999,89.9
20045,-24.480000000000004,79.7
20047,54.94,77.9
20049,56.099999999999994,91.0
20051,45.6,90.3
20053,45.290000000000006,86.5
20055,38.94,43.7
20057,35.89999999999999,41.5
20059,29.939999999999998,91.4
20061,13.259999999999998,58.1
20063,71.72,95.6
20065,59.71,88.5
20067,58.760000000000005,51.4
20069,65.32000000000001,83.9
20071,64.17,80.4
20073,52.370000000000005,92.0
20075,60.42999999999999,63.3
20077,50.61,89.8
20079,22.489999999999995,83.6
20081,67.61999999999999,68.5
20083,65.0,90.5
20085,29.240000000000002,84.0
20087,23.090000000000003,93.8
20089,67.2,95.4
20091,17.4,80.7
20093,59.81,66.7
20095,51.5,93.9
20097,71.06,89.8
20099,20.22,85.1
20101,61.099999999999994,89.9
20103,19.6,79.2
20105,59.07000000000001,95.1
20107,44.93000000000001,94.1
20109,68.82,90.6
20111,11.439999999999998,72.0
20113,41.44,92.2
20115,46.290000000000006,93.3
20117,36.16,94.9
20119,68.46000000000001,79.4
20121,34.64,93.0
20123,58.78,96.0
20125,41.3,80.1
20127,41.18000000000001,92.5
20129,69.09,73.3
20131,58.29,95.7
20133,34.290000000000006,90.3
20135,68.63000000000001,88.1
20137,63.64999999999999,89.1
20139,31.25999999999999,94.1
20141,62.84,95.9
20143,59.230000000000004,94.1
20145,42.870000000000005,84.7
20147,68.35,94.4
20149,47.150000000000006,89.7
20151,47.120000000000005,88.9
20153,71.54,93.3
20155,31.25,84.8
20157,61.69,96.4
20159,47.95,84.1
20161,11.990000000000002,77.1
20163,68.17999999999999,95.1
20165,50.89,94.2
20167,61.25,93.1
20169,31.629999999999995,80.3
20171,70.71,80.4
20173,18.879999999999995,68.9
20175,41.089999999999996,32.9
20177,1.0500000000000043,74.8
20179,73.47,94.6
20181,53.33,84.0
20183,62.58,95.5
20185,53.34,84.0
20187,60.86999999999999,60.9
20189,73.6,62.3
20191,39.400000000000006,90.1
20193,63.04,91.4
20195,61.43,95.6
20197,40.949999999999996,93.2
20199,81.58,91.2
20201,62.03,94.4
20203,67.27000000000001,69.9
20205,53.989999999999995,92.3
20207,45.269999999999996,93.6
20209,-36.95,42.5
21000,,85.4
21001,55.019999999999996,93.5
21003,47.550000000000004,95.4
21005,33.98,94.2
21007,37.42999999999999,93.2
21009,33.33,90.8
21011,12.25,95.7
21013,51.709999999999994,94.4
21015,38.64999999999999,88.5
21017,20.409999999999997,85.0
21019,16.32,93.3
21021,26.119999999999997,86.3
21023,27.29,96.3
21025,35.06,97.2
21027,27.61,94.7
21029,35.66000000000001,95.2
21031,47.89,94.0
21033,35.02,91.1
21035,27.35,89.4
21037,22.799999999999997,92.4
21039,41.42,94.0
21041,10.049999999999997,88.8
21043,21.28,96.8
21045,62.68000000000001,95.1
21047,23.79,66.8
21049,30.510000000000005,90.3
21051,68.60000000000001,92.6
