id,1988,1992,1996,2000,2004,2008,2012
13103,-34.6,-14.1,-22.5,-38.5,-55,-50.6,-51.1
13105,-13.8,10.6,8.6,-12.5,-21.4,-18,-20.6
13107,-19.1,4.5,8.5,-8.1,-25.3,-24.7,-26.8
13109,-24.8,-0.4,-3.5,-20.3,-30.7,-28.2,-28
13111,-33.5,-4.9,-9.1,-32.5,-42.8,-48.9,-57.9
13113,-56.1,-28.9,-33.6,-41,-42.7,-30.6,-31.2
13115,-26.2,-2.7,-7.8,-22.1,-35.9,-36.3,-39.7
13117,-54.1,-21.7,-39.1,-59,-66.8,-58,-62.7
13119,-17.3,1.9,-0.5,-28.1,-39.5,-51.3,-59.3
13121,13.4,24.1,22,18,19.3,35,29.7
13123,-41.9,-6,-10.4,-36.7,-49,-51.8,-63.1
13125,-46.8,-19.7,-18.3,-50.4,-60.3,-69.5,-71.8
13127,-27.2,-11.6,-19.7,-29.4,-34.8,-23.4,-26.9
13129,-43.6,-10.4,-9.2,-32.1,-48.4,-50.1,-57.6
13131,-22.6,2.5,3.1,-17.5,-24.1,-23.8,-26.6
13133,11.9,23.5,10.3,-16.2,-18.9,-15,-22.5
13135,-51.7,-24.9,-26.3,-31.6,-32.3,-10.3,-9.2
13137,-39.3,-16.1,-17.1,-45.8,-57.9,-59.7,-67.2
13139,-38,-15.1,-27.6,-43.5,-57,-50.8,-56.1
13141,51.2,62,64.1,56.7,53.3,63,62.1
13143,-30.6,1.9,-5.9,-28,-51.7,-57.6,-64
13145,-28.2,-9.1,-14.7,-30.9,-44.3,-43.2,-45.4
13147,-10.3,13.2,8.4,-13.9,-22.4,-31.6,-38.3
13149,-27.9,8.1,2.8,-24.1,-41.5,-49.4,-52.9
13151,-42.7,-19.8,-25.7,-35.6,-33.8,-7.5,-3.3
13153,-28.8,-5.6,-13.2,-26.7,-32.7,-20.2,-20.6
13155,-14.3,13.9,5.5,-21.6,-38,-36.6,-37.6
13157,-25.6,-2,-10.9,-38.3,-56.4,-55.7,-62.8
13159,-10.7,11,4,-18.8,-33.8,-33.5,-38
13161,-24.4,1.7,-5.8,-33.6,-46.9,-47.5,-50.9
13163,-8.6,19.1,22.9,7.4,5.8,15,17.3
13165,-14.9,17.3,15.4,-2.6,-11.8,-13.1,-11.8
13167,-25.6,4.8,16.8,-25.4,-28.6,-33.7,-30
13169,-15.2,7.8,-1.1,-21.7,-28.4,-25.8,-28.6
13171,-17.6,8.1,3,-13.7,-24.6,-27.5,-30.2
13173,-1.9,12.3,19.9,-11.3,-27.4,-25.1,-23.7
13175,-17.1,0.3,-2.6,-17.1,-26.6,-21.5,-22.5
13177,-48.4,-21.1,-30.4,-49.9,-57.7,-52.1,-52.2
13179,-3.2,12.9,17.5,8.9,3.8,28.4,30.2
13181,-22.6,6.1,-1.9,-17.1,-26.5,-24.4,-27.6
13183,-11.4,8,7.4,-14.9,-31.6,-24,-22.6
13185,-25.5,-5.7,-5.1,-15.2,-20.4,-9.4,-9.9
13187,-35,0.7,-12.2,-34.2,-51.8,-51.7,-60.2
13189,-30.7,-4.9,-8.3,-20.5,-25,-14.9,-14.9
13191,9,25.5,20.5,7.3,-5.8,-6,-8.6
13193,23.1,40.6,42.6,27.3,22.1,30.9,34.8
13195,-38.7,-13.9,-19,-40.6,-48,-46.3,-53.4
13197,2.4,21.1,16.5,-9.3,-13.4,-12.3,-10.1
13199,-2.8,22.4,19.7,4.2,-8.5,-5.4,-5.7
13201,-36.3,4.8,3.1,-26.3,-39.3,-39.4,-37.9
13205,-6.8,19.6,20.3,3.1,-7.2,-4.1,-0.9
13207,-13.2,5.7,-4.5,-22.9,-33.8,-31.5,-37.2
13209,-15.2,6.7,2.6,-18,-36,-41.1,-39.8
13211,-16.5,5.9,-0.1,-21.8,-35.8,-31.6,-37.9
13213,-40.6,-6.8,-6,-34.1,-45.3,-45.1,-52.4
13215,-10.2,8,11.9,9,3.1,19.6,21.3
13217,-30.1,0,-3.3,-24.1,-24.5,1.2,2.1
13219,-36.2,-17.1,-24.2,-39.7,-45.7,-42.5,-48.5
13221,-25.6,-2.6,-6.7,-27.1,-31.7,-29.6,-37.1
13223,-45.7,-13.1,-25.3,-41.8,-52.8,-38.5,-43.5
13225,3.3,19.3,13.5,0.2,-6.9,6.7,7.5
13227,-35.5,0.4,-5.3,-36.6,-53.3,-57.8,-67.5
13229,-11.1,-1.1,-22,-43.7,-58.2,-62.5,-66.3
13231,-27.4,-4.2,-14.8,-39.8,-54.6,-60.4,-65.2
13233,-29.3,6.7,1.8,-17.1,-37.1,-41,-45.4
13235,2.6,19.7,11.8,-15.9,-25.8,-29.6,-33.2
13237,-15.8,8.4,0.7,-15.6,-28.4,-31.4,-35.6
13239,19,25.9,36.4,21.5,13.9,7.9,9.1
13241,-27,-0.6,-5.6,-31.3,-41.1,-45.7,-56.2
13243,1.9,29.3,26.1,8.1,6.4,14.4,16.3
13245,-14.6,7.9,12.5,10.3,13.7,31.8,33.8
13247,-48.1,-21.7,-23.6,-28.9,-21.5,9.5,16.5
13249,-18.2,7,9,-20.9,-39.1,-44.5,-47.8
13251,-19.6,5.3,5.4,-4.9,-14,-6.2,-8.4
13253,-11.2,13.7,10.4,-7.8,-21.3,-16.4,-20.3
13255,-28.1,-5.6,-9.3,-22.3,-28.5,-18.7,-19.9
13257,-32.7,-12.7,-10.3,-29.8,-43.3,-47.3,-53.3
13259,15.4,12.1,45.6,30.3,20.8,24.8,27.8
13261,-12.4,9.6,11,-1,-1.1,6,8.4
13263,21.7,40.9,39.5,32.4,24.7,28.8,30.4
13265,21,44,42.9,34.2,29.2,30.7,32.5
13267,-30.3,-3.5,-2.7,-29.1,-44.3,-41.6,-42.1
13269,-0.5,15,16.9,-2.6,-13.4,-13.5,-10.6
13271,-1.1,21.8,21.4,2.4,-15.4,-14.2,-15.6
13273,-4.6,23,14.5,2.6,2.4,13.8,16.1
13275,-30,-5.5,-4,-18.5,-23.3,-15.8,-18.4
13277,-32,-5.8,-13.4,-30.4,-37.9,-32.8,-32.5
13279,-58.4,-12.8,-12.5,-25.5,-41.1,-38.1,-40.4
13281,-30.7,-5.1,-8.8,-31.3,-45.2,-50.4,-57.7
13283,-14.4,9.3,10.7,-9.3,-23.1,-24.1,-21.1
13285,-34.9,-10,-17.6,-27.1,-29.8,-18.9,-17.8
13287,-7.3,24.2,14.2,-3.6,-22.9,-18.8,-14.6
13289,15.6,36.7,31.2,11.3,2.5,6.9,8.6
13291,-31.1,-4.1,-9.2,-33.6,-48.9,-51.7,-59.7
13293,-26.7,-3.4,-3.7,-22.5,-31.8,-28.3,-29
13295,-37.5,-12.9,-11.8,-31.6,-43.5,-46.5,-49.9
13297,-31.7,-6.4,-15.4,-39.2,-56.8,-52,-55.5
13299,-5.8,0,-6,-27.2,-38.5,-34.4,-33.8
13301,9.7,22.5,24.1,12.3,9.6,17.6,21.3
13303,-2.5,16.8,24.7,4.7,-4.4,4.4,7.7
13305,-16,-4.4,-13.6,-31,-43.2,-44.9,-48.3
13307,8.4,43.1,35.7,20,3,-6.5,-1.6
13309,-3.7,16.4,21.4,-3.9,-16.8,-27.7,-27.4
13311,-43.8,-13.8,-20.2,-40.4,-56.7,-58.3,-66.3
13313,-46.6,-21,-21.3,-37.8,-46.8,-39.8,-44.9
13315,-6.8,16.5,8.7,-17.7,-30.7,-37.3,-31.7
13317,-7.7,10.6,15.5,-2.6,-10.1,-7.7,-11.5
13319,8.3,25.8,24.2,2.3,-0.5,-1.1,-1.5
13321,-33.9,4,-7.9,-26.1,-39.2,-38.7,-40.1
15001,16.7,20.1,28.1,22.9,22.7,53.7,51.2
15003,7.1,7.5,22.7,14.9,2.8,41.1,39.1
15007,17.2,23.2,38.2,31.7,20.8,52.1,49.4
15009,14.8,21.1,32.4,27,22.4,55.2,50.3
16001,-27.9,-15.5,-15.9,-27.9,-23.3,-6.1,-11.2
16003,-25.8,-15.3,-26.4,-59.7,-44.3,-34,-40.6
16005,-6.7,-2.9,-4,-23.8,-24.6,-12.9,-21.9
16007,-40.8,-30,-27.7,-61.4,-66.1,-63.7,-77.5
16009,-4.1,1.3,-4.5,-46.4,-41.4,-29.7,-36.8
16011,-39.3,-23.6,-27.5,-50.6,-55.1,-45.5,-54.4
16013,-11,7.7,10.2,2.8,19.3,33.2,20.2
16015,-24.8,-12.4,-23.6,-41.7,-43.4,-31.6,-35.7
16017,-1.4,7.6,-6.3,-31.8,-22.9,-16.9,-25.9
16019,-51.7,-27,-32.9,-52.9,-55.8,-42.9,-51.8
16021,-14.5,-10.2,-19.2,-50.6,-39.8,-33.7,-42.1
16023,-26.2,-11.3,-15.7,-48,-53.8,-52.3,-57.7
16025,-34.8,-14,-23.3,-48.5,-52.2,-38,-42.1
16027,-34.6,-26.8,-30.2,-46.5,-50.6,-35,-36.7
16029,-43.6,-24.3,-28.8,-66.9,-68.9,-63.7,-72.9
16031,-48.1,-35.5,-41.9,-67.3,-69.2,-63,-71.8
16033,-35.1,-23.6,-34.3,-64.9,-72.6,-64.2,-51.5
16035,5.6,7.5,-3.9,-52.5,-42.7,-34.8,-40.9
16037,-33.6,-12.2,-26.5,-59.1,-51,-46,-51.6
16039,-28.4,-17.8,-19.4,-43.8,-50.3,-36.3,-33.9
16041,-56.5,-39.3,-41.9,-72.6,-80.6,-71.9,-87
16043,-47.8,-28.9,-39.9,-69.7,-73.3,-61.8,-70.6
16045,-16.8,-14.8,-22.4,-50.6,-53.1,-43,-44.8
16047,-21.2,-11.6,-21.9,-44.2,-50.6,-42.2,-47.1
16049,-22.9,-10.9,-26.6,-62,-54.3,-47.2,-53.7
16051,-61.6,-35.1,-47.2,-68.7,-74.3,-66.1,-75.5
16053,-31,-18.3,-27.4,-50.9,-58.3,-45.3,-46.2
16055,-12.8,-4.2,-13,-33.5,-34,-26,-33.9
16057,1.3,11.5,8.8,-16.3,-1.5,6.7,4.2
16059,-34,-14.2,-34.1,-60.4,-53.3,-45.8,-50.3
16061,1.3,4.5,-9.9,-56.9,-50.5,-44.1,-48.1
16063,-22.6,-8.3,-17,-38.8,-49.2,-36.8,-40.4
16065,-71.1,-49.6,-58.1,-79.4,-84.8,-72.7,-87.5
16067,-33.1,-20,-28.8,-54.7,-62,-50.1,-58.1
16069,4.8,9.6,4.9,-34.8,-25.6,-18.1,-20.7
16071,-42,-19.4,-32.6,-62.2,-69.6,-62.1,-77.6
16073,-32.6,-25.5,-34.3,-57.4,-60.5,-51.2,-52.6
16075,-32.5,-18.3,-25.4,-48.3,-53.9,-41.1,-44
16077,-25,-17.3,-14.7,-41.2,-43.2,-25.6,-30.6
16079,22.3,26.6,23.4,-12.2,-11,-7.6,-8.2
16081,-29.5,-15.1,-15.5,-38.3,-22.2,0.8,-11.7
16083,-29.8,-15.9,-24.3,-44.5,-50,-36.4,-43.1
16085,-20.2,-7,-12.2,-35.7,-21.4,-6.9,-11.6
16087,-26.6,-15.9,-23.8,-47.1,-51.4,-42.8,-46.7
17001,-7,-5.6,-8.8,-17.1,-32.8,-22.3,-35.1
17003,15.9,29,35.8,19.1,4.8,12.6,13.6
17005,-2.1,9.4,2.8,-10.6,-11.4,-1.3,-14.6
17007,-24,-3.5,-6.4,-13.7,-14.6,4.2,-5.7
17009,-4,4.3,-2.4,-17,-30.4,-21.6,-30.7
17011,-9.4,4,7,-4.6,-10.4,5.7,-0.2
17013,10.9,27.6,24.4,3.1,1.8,7.5,-14
17015,-19.6,-5.7,-1.6,-10,-12.2,4.8,1.5
17017,6.4,16.1,10.9,-3,-11.8,1.3,-13.4
17019,-5.6,10.4,6.4,1.2,2,17.5,7
17021,8.1,22.5,12.6,-5,-19.2,-6.3,-23
17023,-15.8,2,-5.7,-19.5,-27.6,-8,-32.3
17025,-11.6,7.4,0.8,-25.7,-35.3,-23.2,-44.1
17027,-12.7,5.8,0.3,-14,-20,-9.8,-29.9
17029,-13.9,5.9,4.7,-7.9,-15.1,3.2,-11.1
17031,12.4,30,40.1,40,41.1,53.4,49.3
17033,-16.3,3.7,-3.9,-19.3,-31,-13,-31.6
17035,-16.6,4.8,-5.1,-22,-30.2,-20.6,-35.3
17037,-18.4,3.1,1.2,-7.1,-4.4,16.7,5.5
17039,-19.3,-2,-1.5,-15.6,-26.7,-13.3,-26.8
17041,-15.7,0.4,-4.6,-18.7,-34.4,-21.2,-36.6
17043,-39.4,-17.2,-10.7,-13.3,-9.6,10.8,1.1
17045,-17.5,2.3,-2.3,-19.6,-25.7,-7.9,-32.8
17047,-28.8,-8.5,-16.9,-37.9,-44.1,-29.7,-51.1
17049,-29.7,-7.3,-20.2,-38.8,-45.3,-35.9,-52
17051,-19.1,-3.8,0.1,-6.9,-6.7,4.8,-34.3
17053,-33.1,-13.4,-17.5,-29.2,-40.1,-28.9,-42.7
17055,17.8,33.7,25.7,8.9,-8.1,-2.8,-16.8
17057,12.7,26.3,23.6,12.3,7.4,21.3,11
17059,21.5,35,35.7,8.1,-1.4,13.1,-18
17061,-1.9,11,8.3,-11.1,-18.2,-7.4,-25.3
17063,-22.4,-1.4,3.9,-7.2,-13.8,1.7,-8.9
17065,-0.1,21.3,12.5,-12.5,-18.6,-13,-32.9
17067,1.8,4.9,0.4,-9.1,-18.8,-10.8,-17.8
17069,-7,21.5,20.4,-6.9,-23.7,-19.4,-34.1
17071,9.4,17.3,19.9,8.3,9.9,17.6,12.2
17073,1,8.6,12.9,4.4,-5.2,7.7,3
17075,-38.7,-17.2,-15.7,-31.9,-44,-29.7,-44.6
17077,7.8,26.5,21.8,8.5,12.1,21.7,14.4
17079,-17.2,5.3,-3.9,-26,-32.7,-17.5,-41.2
17081,0.7,18,8.9,-10.9,-20.3,-10.7,-22.8
17083,0.4,18,12.2,-3.6,-8.3,-2.7,-23.7
17085,-8.6,-1.9,2.7,-7,-7.5,10.5,1.2
17087,-19.7,3.2,-4.7,-25.3,-37.3,-34.5,-42
17089,-28.9,-8.7,-5.6,-12,-10.9,11.8,1.1
17091,-14.4,4.5,6.3,-2.2,-10.5,4.6,-3.4
17093,-41.8,-16.8,-13.9,-23,-22.4,7.1,-3.3
17095,8.1,16.6,20.7,11.5,9.2,19.8,17.3
17097,-27.7,-7.7,0.1,-2.5,-1.7,19.6,8.4
17099,0.3,14.4,14.9,4.6,-3.7,11,-0.4
17101,-7.6,7.9,4.7,-11.7,-24.5,-5.9,-30.8
17103,-31.6,-7.2,-5.5,-13.4,-18.2,-3,-7.3
17105,-34.5,-11.7,-13.7,-21.8,-29.2,-19.2,-31.4
17107,-28.3,-9.9,-15.4,-27.1,-36,-16.8,-32
17109,-15.4,3.8,4.8,-3,-3.6,5.6,-1.5
17111,-41.5,-18.7,-11.9,-20.2,-20.4,5.4,-8.8
17113,-24,-4.5,-7,-14.9,-15.9,1.2,-11
17115,3.1,15.8,13,0.9,-9.2,1.1,-5.1
17117,13.1,23.4,18.4,5.9,-1,9.8,-7
17119,9.3,23.1,17.7,9.3,3.3,9.2,-1.4
17121,-0.5,20.7,11.3,-1.1,-10,-2,-19.2
17123,-13.3,5.1,3.3,-9.7,-14.1,-1,-14.3
17125,-0.2,19.4,14.8,-3.3,-9.6,5.9,-6.4
17127,-4.2,8.4,5.5,-11.3,-23.9,-23.2,-33.7
17129,-25.5,-9.1,-15.3,-27.4,-34.6,-14.9,-30.1
17131,6.6,11.8,20.2,8.6,1.2,11.9,7.4
17133,-16.1,0.7,-4.8,-13.3,-16.3,-10.6,-26.7
17135,6.6,20.3,12.4,2.4,-6.8,2.7,-14.1
17137,-18.7,-1.3,-1.4,-15,-24.7,-0.8,-15.3
17139,-2.5,15.4,7.9,-9.2,-25.4,-12.8,-27
17141,-34.5,-12.4,-15.2,-22.6,-24.5,-7.6,-16.7
17143,-3.3,9,8.6,2.9,0.1,13.9,4.4
17145,6,26.2,21.3,0.6,-7.8,-3.9,-17.7
17147,-14.3,5.3,0.1,-13.5,-26.4,-12.5,-26.6
17149,7.6,7.4,4.7,-18.6,-27.4,-18.7,-35.4
17151,-9.3,4.7,3.1,-18,-23.9,-22.3,-38.7
17153,3.7,23.1,17.4,2.9,-11.2,1.4,-5.8
17155,2.7,18.3,15.9,6.9,2.4,15.7,1.8
17157,2.9,21.9,13.7,-2.3,-8.7,-1,-17.5
17159,-19.6,2.9,-6.7,-30,-33.9,-14.9,-32.9
17161,18.8,19.7,23.3,19.6,14.6,24.5,21.8
17163,14.4,23.9,21.6,13.6,10.7,22.4,14.4
17165,7,27.1,21.1,-4.3,-19.9,-8.8,-29
17167,-14.1,0.5,-3.7,-13.1,-18.1,4.3,-8.6
17169,-7.7,3.5,1,-13,-20.1,1.8,-8.7
17171,-10.4,-2.7,-3.9,-20.5,-29.1,-14,-26.4
17173,-7.2,13.1,0.3,-18.1,-28.4,-19.8,-33.6
17175,-18,-1.4,-0.5,-16.2,-21.3,-5.3,-16.3
17177,-20.5,-5.1,-9.5,-13.7,-15.5,6.6,-1.7
17179,-7.9,5,-0.4,-10.5,-16.4,-6,-17.8
17181,-0.6,18.4,13.3,-4.8,-17.5,-11.9,-21.9
17183,2.8,17.4,11.2,-1.2,-11.9,0.6,-13.2
17185,-21.2,-0.8,-3.8,-25.7,-40.9,-13.7,-36.7
17187,-11.7,3.9,7.3,-4.9,-6.3,8.1,5.4
17189,-20.9,-0.2,-8.6,-24,-25.8,-14.3,-31.5
17191,-27.1,-5.3,-12,-40.8,-47.8,-35.2,-58.1
17193,-2.4,14.2,9.2,-20.5,-25.4,-9,-35.9
17195,-6.8,8,13.1,6.6,2.9,17.5,16.9
17197,-18.8,0.9,4.7,-2.6,-5.5,13.2,5.5
17199,1.8,17,11,-6.7,-21.4,-14.7,-24.8
17201,-10.2,5.4,1.8,-1.6,-0.9,12.8,5.5
17203,-34.4,-15.6,-21.7,-32,-35.6,-26.6,-39
18001,-36,-18.6,-21.5,-38,-46.7,-25.7,-39.4
18003,-30.8,-12.6,-16.1,-25.2,-27.3,-4.4,-16.7
18005,-32.5,-17.7,-15.2,-27.9,-34.8,-11.3,-25.4
18007,-33.1,-18.8,-16.3,-28.7,-41.7,-16.3,-32.7
18009,-19.3,-4.5,5.1,-12.2,-28.7,-0.3,-16.5
18011,-47,-31.7,-38.1,-45.6,-49.9,-25.8,-37.7
18013,-22.5,-9.5,-9.2,-18.5,-24.4,-2.6,-16.6
18015,-25.4,-14.5,-16.4,-25.8,-36.8,-12.8,-30.3
18017,-30.8,-16.4,-16.7,-25.8,-37,-8.5,-21.7
18019,-6.4,11.3,9.5,-5.5,-16.2,-7.1,-9.8
18021,-22.1,-13.7,-12.6,-27.4,-37.4,-11.5,-33.7
18023,-31.9,-21.6,-19.1,-31.9,-43.2,-13,-30.6
18025,-10.8,7.2,11.7,-12.1,-14.8,-2.2,-8.2
18027,-31.9,-22.7,-23.5,-42.8,-50.6,-35.3,-50.7
18029,-23.5,-11.9,-12.5,-30.8,-36.4,-34.9,-39.7
18031,-35.3,-23.5,-16.9,-35.2,-47.8,-24.3,-40.4
18033,-31.7,-13.5,-15.1,-28.5,-36.8,-15.1,-31.6
18035,-14.1,-1.8,5,-2.8,-13.9,14.9,3.2
18037,-25.2,-5.6,-2.3,-32.6,-38.2,-4.2,-27.7
18039,-40.6,-25.4,-24,-37.4,-40.7,-11.2,-26.4
18041,-18.2,-3.8,-3,-19,-22.5,-5.6,-16.9
18043,-12.9,4.2,4.6,-10.9,-17.8,-10,-14.3
18045,-21.8,-6.7,-22.4,-23.2,-35.7,-14.3,-34.1
18047,-31.7,-16.8,-17.1,-35.9,-40.5,-33.9,-42.7
18049,-30.4,-16.8,-12.1,-27.2,-39.3,-16.1,-33.1
18051,-3.9,11.8,8.1,-14.1,-25.7,-13.1,-30.9
18053,-26,-15.9,-13.7,-24.4,-37.4,-13,-21.9
18055,-12.4,0.1,-3.7,-20.3,-30,-14.5,-31.3
18057,-61,-44.1,-46.4,-50.5,-49,-22.2,-34.3
18059,-42.7,-30.6,-31.6,-41.2,-49.7,-29.6,-41
18061,-15.2,2.7,-1.2,-19.1,-28,-18,-22.8
18063,-48.5,-34.1,-36.5,-44.4,-47.6,-23.4,-34.8
18065,-18.3,-9.6,-4.7,-14.6,-29.1,-3.9,-16.9
18067,-26.8,-14.6,-14.4,-21.8,-29,-6.1,-14.3
18069,-50.1,-32.7,-28.3,-41,-49.5,-27.2,-39.7
18071,-26,-9.8,-5.8,-25.5,-36.8,-13.6,-27.4
18073,-29.9,-17.9,-16,-31.1,-36.9,-20.3,-25.4
18075,-24.9,-4.5,-2.8,-19,-32.6,-7.9,-20
18077,-14,4.4,5.2,-12.3,-20.4,-5.9,-10.4
18079,-21.1,-9,-2.3,-23,-31.7,-8,-22.4
18081,-46.4,-31.1,-31.8,-41.2,-48.1,-25.4,-38.3
18083,-16.6,0.2,3.9,-14.6,-27.5,-6.5,-29
18085,-53.7,-35.9,-37.2,-52.4,-57,-37.3,-52
18087,-37.7,-20,-17.2,-32.4,-43.4,-21.4,-35.8
18089,13.5,26.3,31.9,26,22.8,34.2,30.9
18091,-7.7,6.5,14.7,1.9,0.5,22,12.6
18093,-29.8,-12.9,-15,-34.7,-38.8,-20.5,-32.7
18095,-14.2,-2.1,1.2,-8.7,-19.4,6.5,-4.5
18097,-17.8,-5.9,-3.1,-1.3,,28.4,22.2
18099,-31.2,-19,-17.3,-29.3,-36.4,-13.5,-28.8
18101,-17.8,-9.3,-9.1,-32.4,-37.8,-28.9,-40.3
18103,-29.6,-17.6,-19.3,-32.9,-41.9,-19.4,-30.8
18105,-13.2,7,4.5,-4,8.2,32.1,19.1
18107,-49.6,-29.1,-28.9,-38.1,-50.6,-20,-38.4
18109,-45.2,-29.6,-32.7,-41.1,-48.3,-27,-41.1
18111,-30.4,-10,-3.7,-20.9,-29.5,-11.1,-19
18113,-31,-10.7,-12.5,-30.1,-39.3,-15.4,-33.5
18115,-11.8,-1.5,-0.6,-22.6,-22.2,-19,-27.1
18117,-31.2,-9.8,-4.6,-27.9,-32.4,-14.1,-21.6
18119,-21.3,-8.3,-13,-27.2,-32.4,-10.3,-27.6
18121,-26.9,-7.4,-10.5,-21.1,-31.4,-14.1,-32.5
18123,0.8,19.8,23.6,4.9,-0.1,22.9,11.6
18125,-4,12.7,10.3,-15.3,-21.4,-8.6,-25.3
18127,-21.1,-2.9,2,-7.4,-8.3,7.2,3.9
18129,-14.5,1.7,3,-18.6,-31.3,-7.7,-23.7
18131,-24.7,-12.8,-12.7,-28.6,-36.4,-15.5,-27.1
18133,-29.7,-15.4,-17.2,-27.2,-36.6,-11.9,-32.5
18135,-26.3,-9.1,-6,-20.8,-30.3,-8.8,-24
18137,-27.9,-14.2,-11.3,-32.7,-39.8,-29.5,-38.5
18139,-35.1,-21.3,-16.8,-32.7,-45.3,-13.7,-34.3
18141,-1.5,6.9,7.9,0.1,-2.4,17,3.5
18143,-1.1,18.3,16.3,2,-11.2,-1.9,-6.3
18145,-30.6,-21.7,-15.9,-27.5,-42.9,-19,-33.5
18147,-10,5.3,3.4,-15,-20.3,0.4,-15.3
18149,-4.1,6.8,9.2,-2.5,-9.6,3.2,-10.6
18151,-37.5,-10.7,-12.4,-25.3,-31.6,-9.8,-27
18153,0.9,12.6,10.1,-5.9,-19.8,-0.7,-20.6
18155,-3.1,9.6,7.2,-15.3,-18.6,-8.3,-12.8
18157,-26.3,-11.3,-11.7,-17,-19.2,11.6,-3.6
18159,-34.8,-22.5,-20.3,-32.7,-43.4,-15.3,-31.7
18161,-31.3,-16.7,-11.6,-32.2,-36.5,-24.9,-32.3
18163,-10.9,4.6,3.7,-10,-18,2.5,-10.6
18165,4.7,16.5,13.8,3.6,-1.6,13.9,-6.8
18167,-6.6,5.2,5.8,-1.2,-6.4,15.8,0.9
18169,-37.3,-16.9,-18.6,-31.4,-41.8,-20,-36.2
18171,-18.4,-5.9,-7.8,-19.9,-30.6,-10.3,-27.8
18173,-13.5,2.6,0.3,-20,-30.6,-12.9,-26.4
18175,-19.4,0.5,-2.6,-22.4,-27.9,-17.2,-24.4
18177,-23.2,-8.3,-4.9,-15.9,-21,-3.8,-14.6
18179,-38.2,-20.9,-22.8,-39.3,-49,-31.4,-45
18181,-31.2,-16,-12.9,-24.1,-35.7,-8.2,-23.5
18183,-35.4,-13.7,-15.4,-32,-41.8,-21.5,-38.8
19001,10.3,-1.3,3.7,-12.7,-13,-3.3,-8.1
19003,8.5,6.6,6.4,-12.7,-14.6,3.3,-3.7
19005,-6.9,-3.9,1.6,-6.1,-1.2,14.2,4.1
19007,7.1,7.3,9.2,-7.6,-4.3,-1.8,-3.3
19009,11.5,5.5,14.7,-3.4,-9.7,3,-5.5
19011,18.7,9.6,16.7,3.8,0.7,4.5,-0.6
19013,13.5,13.3,19.4,12.1,11.5,22.4,20.2
19015,24.4,14.5,18.2,5.3,1.2,7.6,6.6
19017,-1.2,2.5,8,-4.5,-5.1,9.3,2.7
19019,15.4,8.9,21.8,10.1,7.7,18.5,13.9
19021,4.6,-5.3,-2.7,-13.3,-16.1,-1.8,-10.2
19023,-15.1,-9.3,0.4,-16.4,-19,-4.7,-10.3
19025,9.4,-0.5,2.4,-12.8,-18.2,-7.7,-12.5
19027,18.7,3.8,10.7,-4.4,-10.2,3.7,-6.2
19029,-14.8,-13.4,-11.2,-25,-28.1,-10.8,-18.8
19031,8.8,4,11.6,0,-1.2,9.6,4.6
19033,15.7,13,21.3,12.6,9.8,20.9,13.4
19035,5.2,-2.6,3.5,-9.3,-11.3,-7.6,-16
19037,16,11.8,18.4,7.6,9.8,20.8,11.1
19039,16,11.8,16.6,2.3,2.7,2.3,1.5
19041,6.7,4,6.9,-9.2,-15.7,-5.1,-18.4
19043,5.8,7.6,16.4,2.3,4.7,17.2,7
19045,10.1,11.8,17.9,13.7,12.8,23,22.9
19047,6.7,4.1,6.8,-9.8,-10.1,5.2,-7.8
19049,21.3,6.5,8.6,-9,-16.2,-5.5,-11.6
19051,17.8,15.3,12,-7,-10.6,-9.1,-16.4
19053,21.6,13.8,15.5,-6.2,-5.8,-0.8,-4.1
19055,7,-1.2,8.5,-5.6,-7.4,6,-0.2
19057,20.3,23.3,26.8,20.5,20.3,23.1,18.4
19059,-4.7,-1.1,5.7,-6.9,-12.6,-5.4,-17.9
19061,24,15.2,19.6,14.6,13.8,20.8,14.7
19063,12.1,9.7,14.3,-3.5,-5.7,3.9,-8.7
19065,3.8,4.9,10.2,-1.1,0.6,16.6,12
19067,14.4,16.6,20.2,8.8,7.4,21.9,14.7
19069,5.5,-1.7,3.8,-10.8,-14.3,1.4,-10.7
19071,-11.3,-0.9,-2.6,-16.9,-21.8,-3.7,-9.2
19073,17.8,8.7,13.7,0.4,-3.1,0.5,-0.1
19075,-21.5,-20.5,-10.7,-28,-29.9,-16.9,-22.7
19077,18.2,5,10,-6.3,-11.9,-7.7,-10.3
19079,11.8,3,4.8,-7.4,-5.7,1.3,-2.6
19081,1.8,-4.3,0.9,-13,-14.9,-3.6,-13.5
19083,13.7,2.2,6.6,-8.9,-9.6,0.9,-6.7
19085,-3.8,-6,-7.5,-19.1,-23.1,-4.6,-12.7
19087,-2.5,1.3,3.9,-6.5,-11.6,-5,-5.9
19089,8.4,12,17.6,11.2,12.5,25.8,21
19091,2.2,-10.3,-3.1,-18.1,-19,-14.3,-21.9
19093,-4.3,-6.2,-2.5,-16,-24.6,-16.4,-26.3
19095,1.3,-1.3,4.5,-8.9,-8.3,0.2,-4.8
19097,19.8,18.8,21.1,13,14.1,24.4,16.9
19099,14.2,7,14.2,-0.1,4.8,7.5,7.1
19101,-0.2,0.2,0.7,-5.1,10.1,20.2,15.9
19103,29.8,28.2,31.7,25.2,29.3,41.5,35.5
19105,14,4.9,18.5,5.4,2.3,10.4,7.8
