statecounty,margin,bush,clinton,perot
48351,36.98%, 22.00%, 58.99%, 18.74%
48353,8.35%, 33.48%, 41.83%, 24.45%
48355,9.46%, 36.49%, 45.95%, 17.24%
48357,51.86%, 68.06%, 15.67%, 16.21%
48359,36.27%, 59.07%, 22.80%, 17.93%
48361,16.97%, 30.14%, 47.11%, 22.53%
48363,4.12%, 30.75%, 36.57%, 32.45%
48365,5.11%, 37.22%, 42.33%, 20.42%
48367,4.27%, 37.54%, 28.86%, 33.27%
48369,39.30%, 60.30%, 21.00%, 18.60%
48371,1.28%, 40.59%, 39.31%, 19.79%
48373,3.87%, 37.81%, 41.69%, 20.23%
48375,14.34%, 48.64%, 34.30%, 16.76%
48377,41.72%, 21.15%, 62.88%, 15.34%
48379,4.46%, 32.69%, 37.14%, 29.84%
48381,39.11%, 61.60%, 22.50%, 15.64%
48383,25.12%, 52.08%, 26.96%, 20.72%
48385,19.76%, 47.99%, 28.23%, 23.54%
48387,16.82%, 30.68%, 47.50%, 21.72%
48389,29.08%, 27.30%, 56.37%, 16.11%
48391,1.66%, 39.36%, 41.02%, 19.19%
48393,42.95%, 63.37%, 20.42%, 16.05%
48395,21.77%, 30.46%, 52.23%, 17.18%
48397,15.33%, 48.44%, 18.06%, 33.11%
48399,5.81%, 38.09%, 32.28%, 29.47%
48401,13.09%, 45.61%, 32.53%, 21.57%
48403,17.06%, 31.85%, 48.91%, 19.11%
48405,13.54%, 34.06%, 47.60%, 18.28%
48407,5.02%, 35.57%, 40.59%, 23.58%
48409,3.95%, 39.48%, 43.43%, 16.83%
48411,0.33%, 34.38%, 34.05%, 31.38%
48413,2.60%, 36.72%, 34.12%, 28.84%
48415,13.79%, 43.62%, 26.29%, 29.83%
48417,9.07%, 40.64%, 31.57%, 27.53%
48419,8.83%, 36.96%, 45.79%, 17.08%
48421,43.10%, 62.16%, 19.07%, 18.70%
48423,17.35%, 47.03%, 29.68%, 23.00%
48425,1.21%, 33.96%, 30.45%, 35.16%
48427,69.74%, 13.05%, 82.80%, 3.73%
48429,12.19%, 41.88%, 29.69%, 28.27%
48431,22.08%, 50.79%, 20.03%, 28.71%
48433,21.24%, 21.51%, 49.87%, 28.62%
48435,10.20%, 42.99%, 32.79%, 24.22%
48437,14.38%, 33.54%, 47.91%, 18.35%
48439,5.76%, 38.90%, 33.14%, 27.58%
48441,22.51%, 49.75%, 27.24%, 22.73%
48443,23.61%, 27.89%, 51.51%, 20.29%
48445,19.29%, 52.54%, 33.24%, 14.08%
48447,1.18%, 38.21%, 39.39%, 22.40%
48449,6.82%, 34.32%, 41.15%, 24.36%
48451,9.67%, 40.80%, 31.13%, 27.88%
48453,15.36%, 31.89%, 47.26%, 20.33%
48455,13.47%, 33.64%, 47.11%, 19.17%
48457,15.05%, 32.02%, 47.08%, 20.77%
48459,2.17%, 36.95%, 39.12%, 23.72%
48461,23.86%, 51.71%, 27.85%, 17.82%
48463,1.79%, 42.55%, 40.76%, 16.24%
48465,5.87%, 37.30%, 43.18%, 19.03%
48467,3.05%, 35.44%, 32.39%, 31.95%
48469,21.05%, 50.26%, 29.20%, 19.73%
48471,6.55%, 41.84%, 35.29%, 22.73%
48473,13.30%, 33.84%, 47.14%, 18.68%
48475,1.67%, 40.00%, 38.33%, 21.44%
48477,23.35%, 53.60%, 30.25%, 16.01%
48479,27.02%, 31.32%, 58.35%, 10.12%
48481,6.72%, 43.00%, 36.28%, 20.50%
48483,18.79%, 52.69%, 33.90%, 13.26%
48485,2.01%, 38.53%, 36.52%, 24.63%
48487,0.66%, 36.69%, 36.03%, 27.21%
48489,33.92%, 27.04%, 60.96%, 11.83%
48491,11.05%, 42.79%, 31.73%, 25.17%
48493,0.57%, 39.13%, 38.56%, 21.87%
48495,8.55%, 43.41%, 34.86%, 21.54%
48497,0.52%, 33.57%, 33.00%, 33.06%
48499,5.07%, 38.22%, 33.15%, 28.36%
48501,34.60%, 57.71%, 23.11%, 18.80%
48503,5.60%, 37.71%, 32.10%, 29.99%
48505,36.50%, 26.65%, 63.16%, 10.03%
48507,64.30%, 14.76%, 79.06%, 6.13%
49001,17.62%, 49.27%, 31.64%, 15.63%
49003,20.60%, 49.58%, 14.05%, 28.97%
49005,25.84%, 51.98%, 16.19%, 26.14%
49007,27.70%, 23.11%, 50.81%, 22.71%
49009,11.31%, 38.91%, 27.60%, 26.47%
49011,18.42%, 48.05%, 18.35%, 29.63%
49013,16.52%, 43.44%, 16.91%, 26.92%
49015,6.52%, 36.43%, 29.91%, 25.23%
49017,44.38%, 62.28%, 15.58%, 17.90%
49019,1.80%, 32.91%, 34.71%, 29.65%
49021,41.83%, 59.88%, 16.39%, 18.05%
49023,14.30%, 42.73%, 28.43%, 21.28%
49025,32.55%, 57.14%, 13.58%, 24.59%
49027,30.02%, 52.33%, 15.56%, 22.31%
49029,16.60%, 45.54%, 17.69%, 28.95%
49031,34.53%, 56.97%, 22.44%, 19.39%
49033,38.58%, 59.93%, 17.58%, 21.35%
49035,5.39%, 36.79%, 31.40%, 28.85%
49037,8.42%, 46.23%, 37.81%, 13.29%
49039,18.74%, 44.80%, 19.48%, 26.06%
49041,23.79%, 50.50%, 16.60%, 26.70%
49043,0.78%, 33.33%, 32.06%, 32.56%
49045,3.95%, 35.79%, 31.84%, 29.32%
49047,16.14%, 45.09%, 17.67%, 28.94%
49049,34.05%, 56.76%, 13.02%, 22.70%
49051,13.56%, 42.02%, 24.03%, 28.46%
49053,31.14%, 52.66%, 15.66%, 21.53%
49055,37.14%, 57.63%, 19.27%, 20.49%
49057,9.17%, 39.30%, 26.09%, 30.14%
50001,17.96%, 29.57%, 47.53%, 22.18%
50003,12.53%, 32.36%, 44.89%, 22.08%
50005,2.89%, 34.99%, 37.88%, 26.47%
50007,23.13%, 27.23%, 50.36%, 21.68%
50009,1.80%, 34.65%, 36.45%, 28.20%
50011,13.44%, 29.25%, 42.69%, 27.44%
50013,12.78%, 29.95%, 42.73%, 26.43%
50015,15.02%, 28.95%, 43.97%, 26.37%
50017,11.37%, 31.69%, 43.06%, 24.48%
50019,9.98%, 31.03%, 41.01%, 27.23%
50021,5.99%, 35.20%, 41.19%, 23.09%
50023,13.73%, 32.12%, 45.85%, 21.39%
50025,26.15%, 27.16%, 53.31%, 18.75%
50027,16.57%, 30.95%, 47.52%, 20.82%
51001,5.46%, 43.17%, 37.71%, 17.55%
51003,0.03%, 43.69%, 43.66%, 12.12%
51005,1.80%, 40.55%, 42.35%, 16.37%
51007,12.50%, 48.82%, 36.32%, 13.59%
51009,12.66%, 50.26%, 37.60%, 11.62%
51011,16.21%, 50.36%, 34.15%, 14.25%
51013,25.89%, 31.94%, 57.83%, 9.68%
51015,35.24%, 58.98%, 23.74%, 15.54%
51017,9.44%, 46.14%, 36.70%, 15.19%
51019,17.85%, 50.57%, 32.72%, 15.66%
51021,12.96%, 48.31%, 35.35%, 14.41%
51023,12.74%, 48.36%, 35.62%, 14.90%
51025,17.97%, 36.92%, 54.88%, 7.13%
51027,35.10%, 28.17%, 63.27%, 6.96%
51029,3.43%, 46.40%, 42.97%, 8.99%
51031,24.96%, 55.33%, 30.36%, 12.92%
51033,10.62%, 38.01%, 48.63%, 12.45%
51035,17.17%, 51.89%, 34.72%, 12.72%
51036,42.50%, 24.19%, 66.69%, 8.33%
51037,3.82%, 44.86%, 41.05%, 12.52%
51041,28.06%, 55.55%, 27.50%, 16.58%
51043,3.94%, 42.90%, 38.96%, 17.25%
51045,1.87%, 43.88%, 42.01%, 13.23%
51047,17.03%, 49.93%, 32.91%, 15.67%
51049,10.61%, 48.55%, 37.94%, 10.99%
51051,27.82%, 31.61%, 59.43%, 8.11%
51053,0.28%, 42.43%, 42.15%, 13.94%
51057,8.04%, 48.59%, 40.55%, 9.78%
51059,2.67%, 44.26%, 41.58%, 13.76%
51061,18.77%, 50.57%, 31.79%, 16.69%
51063,10.33%, 48.44%, 38.11%, 12.64%
51065,11.57%, 48.03%, 36.47%, 14.88%
51067,0.85%, 42.83%, 41.97%, 14.22%
51069,25.66%, 53.96%, 28.29%, 17.07%
51071,4.23%, 39.61%, 43.84%, 14.96%
51073,18.01%, 48.42%, 30.41%, 19.78%
51075,16.65%, 51.26%, 34.62%, 13.29%
51077,11.00%, 48.68%, 37.69%, 12.39%
51079,21.06%, 52.30%, 31.24%, 14.48%
51081,22.63%, 33.49%, 56.12%, 9.03%
51083,3.97%, 46.16%, 42.19%, 10.12%
51085,35.94%, 59.36%, 23.41%, 16.56%
51087,18.47%, 52.27%, 33.81%, 13.52%
51089,1.33%, 41.26%, 42.59%, 14.72%
51091,13.71%, 49.00%, 35.29%, 15.14%
51093,8.69%, 47.16%, 38.46%, 13.49%
51095,12.32%, 48.19%, 35.87%, 14.68%
51097,5.38%, 41.34%, 46.73%, 11.07%
51099,14.26%, 48.27%, 34.02%, 17.24%
51101,14.70%, 49.54%, 34.84%, 14.49%
51103,18.61%, 51.39%, 32.78%, 13.37%
51105,17.47%, 35.77%, 53.24%, 10.23%
51107,11.61%, 46.40%, 34.79%, 17.78%
51109,0.75%, 41.66%, 40.92%, 16.62%
51111,2.95%, 45.34%, 42.39%, 10.28%
51113,13.41%, 48.99%, 35.57%, 13.66%
51115,17.17%, 48.15%, 30.98%, 19.54%
51117,10.28%, 49.23%, 38.95%, 10.28%
51119,13.38%, 47.47%, 34.09%, 16.39%
51121,0.21%, 42.53%, 42.74%, 13.83%
51125,7.71%, 38.99%, 46.70%, 13.51%
51127,17.69%, 49.39%, 31.70%, 18.55%
51131,8.54%, 37.17%, 45.71%, 15.02%
51133,15.09%, 50.00%, 34.91%, 13.67%
51135,3.47%, 45.45%, 41.98%, 10.55%
51137,8.30%, 45.64%, 37.34%, 15.89%
51139,14.10%, 49.68%, 35.58%, 13.75%
51141,14.69%, 48.98%, 34.29%, 14.27%
51143,17.32%, 52.38%, 35.06%, 10.49%
51145,26.56%, 54.08%, 27.52%, 17.39%
51147,1.30%, 44.78%, 43.47%, 9.95%
51149,18.19%, 50.99%, 32.80%, 15.50%
51153,11.82%, 46.82%, 35.00%, 17.43%
51155,3.68%, 43.96%, 40.27%, 14.77%
51157,4.31%, 44.33%, 40.02%, 15.31%
51159,18.85%, 52.75%, 33.90%, 12.00%
51161,14.52%, 50.31%, 35.79%, 13.33%
51163,4.26%, 43.02%, 38.76%, 16.71%
51165,35.40%, 60.56%, 25.16%, 13.21%
51167,22.54%, 33.88%, 56.43%, 8.34%
51169,5.53%, 46.59%, 41.06%, 9.88%
51171,27.27%, 55.74%, 28.47%, 14.85%
51173,9.31%, 47.39%, 38.08%, 12.51%
51175,5.16%, 41.37%, 46.54%, 10.97%
51177,15.39%, 49.26%, 33.87%, 16.32%
51179,19.34%, 50.37%, 31.03%, 18.02%
51181,23.73%, 31.94%, 55.66%, 11.11%
51183,15.66%, 35.90%, 51.56%, 10.49%
51185,12.96%, 37.38%, 50.34%, 10.98%
51187,7.91%, 44.64%, 36.73%, 17.05%
51191,9.90%, 48.17%, 38.27%, 12.05%
51193,3.28%, 41.04%, 44.32%, 13.14%
51195,17.08%, 34.62%, 51.70%, 12.35%
51197,14.34%, 48.81%, 34.46%, 14.84%
51199,19.93%, 51.07%, 31.14%, 17.16%
51510,26.74%, 31.70%, 58.44%, 9.37%
51515,5.31%, 45.29%, 39.98%, 12.99%
51520,8.95%, 48.46%, 39.51%, 11.40%
51530,7.91%, 38.59%, 46.50%, 13.23%
51540,26.71%, 31.58%, 58.29%, 9.38%
51550,8.75%, 46.73%, 37.98%, 14.93%
51570,42.58%, 63.07%, 20.49%, 15.62%
51580,15.58%, 34.68%, 50.26%, 14.01%
51590,7.38%, 48.75%, 41.37%, 8.54%
51595,1.98%, 47.18%, 45.19%, 6.77%
51600,4.63%, 44.70%, 40.07%, 14.85%
51610,17.62%, 35.38%, 53.00%, 11.08%
51620,10.45%, 40.34%, 50.79%, 8.15%
51630,6.50%, 40.98%, 47.48%, 10.73%
51640,5.55%, 46.37%, 40.83%, 11.77%
51650,8.37%, 38.53%, 46.90%, 13.19%
51660,15.79%, 51.24%, 35.44%, 12.06%
51670,11.88%, 47.48%, 35.60%, 15.26%
51678,10.28%, 39.26%, 49.54%, 10.01%
51680,11.74%, 50.13%, 38.40%, 10.19%
51683,16.19%, 48.89%, 32.70%, 17.67%
51685,13.08%, 46.05%, 32.97%, 20.70%
51690,5.79%, 40.65%, 46.44%, 11.30%
51700,1.70%, 43.83%, 42.14%, 13.45%
51710,22.08%, 32.40%, 54.47%, 12.65%
51720,25.78%, 30.49%, 56.27%, 11.76%
51730,43.61%, 24.57%, 68.18%, 6.56%
51735,41.71%, 61.69%, 19.97%, 17.66%
51740,20.85%, 33.45%, 54.30%, 11.60%
51750,3.91%, 41.71%, 45.62%, 12.16%
51760,29.22%, 30.53%, 59.75%, 8.77%
51770,12.17%, 38.21%, 50.38%, 10.67%
51775,10.45%, 48.21%, 37.75%, 13.40%
51790,23.16%, 54.04%, 30.88%, 12.41%
51800,2.47%, 43.01%, 45.47%, 10.63%
51810,17.88%, 50.03%, 32.15%, 17.48%
51820,20.37%, 52.57%, 32.20%, 13.44%
51830,13.63%, 36.27%, 49.91%, 11.97%
51840,13.83%, 49.77%, 35.94%, 13.61%
53001,13.91%, 45.52%, 31.60%, 22.03%
53003,10.72%, 31.92%, 42.64%, 24.34%
53005,12.21%, 43.50%, 31.29%, 24.48%
53007,12.17%, 45.65%, 33.48%, 19.62%
53009,3.68%, 34.06%, 37.74%, 27.12%
53011,5.39%, 34.64%, 40.03%, 24.56%
53013,4.86%, 39.76%, 34.90%, 24.35%
53015,14.63%, 28.96%, 43.59%, 26.78%
53017,10.76%, 44.53%, 33.77%, 20.95%
53019,7.43%, 30.23%, 37.66%, 29.80%
53021,6.79%, 41.02%, 34.22%, 23.75%
53023,11.13%, 46.93%, 35.81%, 16.81%
53025,10.15%, 43.35%, 33.20%, 22.34%
53027,18.87%, 25.35%, 46.26%, 27.39%
53029,0.11%, 35.06%, 35.17%, 29.04%
53031,20.72%, 26.79%, 47.50%, 24.48%
53033,22.87%, 27.36%, 50.23%, 21.48%
53035,5.76%, 33.13%, 38.89%, 26.95%
53037,10.93%, 32.93%, 43.86%, 22.43%
53039,9.83%, 30.44%, 40.27%, 28.30%
53041,16.59%, 45.33%, 28.75%, 24.60%
53043,10.11%, 43.59%, 33.48%, 22.24%
53045,11.72%, 29.43%, 41.15%, 28.42%
53047,5.75%, 32.72%, 38.48%, 27.17%
53049,24.17%, 24.24%, 49.58%, 25.41%
53051,5.73%, 32.40%, 38.13%, 28.41%
53053,10.30%, 32.10%, 42.40%, 24.68%
53055,20.40%, 26.71%, 47.11%, 24.95%
53057,6.26%, 32.87%, 39.13%, 26.94%
53059,10.11%, 29.95%, 40.05%, 28.53%
53061,8.65%, 30.67%, 39.32%, 29.21%
53063,5.64%, 35.47%, 41.11%, 22.62%
53065,5.04%, 38.59%, 33.54%, 25.49%
53067,14.96%, 30.32%, 45.28%, 23.12%
53069,6.24%, 27.17%, 38.75%, 32.52%
53071,2.86%, 39.71%, 36.84%, 22.67%
53073,4.43%, 37.38%, 41.80%, 19.56%
53075,6.92%, 36.78%, 43.69%, 18.42%
53077,8.31%, 44.58%, 36.27%, 18.26%
54001,16.47%, 33.39%, 49.86%, 16.58%
54003,9.86%, 45.60%, 35.74%, 18.20%
54005,47.16%, 20.93%, 68.09%, 10.74%
54007,32.28%, 26.63%, 58.91%, 14.28%
54009,29.87%, 24.79%, 54.66%, 20.19%
54011,5.66%, 39.16%, 44.82%, 15.75%
54013,16.28%, 33.51%, 49.79%, 16.43%
54015,18.40%, 34.32%, 52.72%, 12.63%
54017,17.78%, 50.13%, 32.35%, 17.21%
54019,35.77%, 25.57%, 61.34%, 12.83%
54021,15.57%, 34.40%, 49.97%, 15.35%
54023,40.74%, 64.26%, 23.52%, 12.08%
54025,11.01%, 36.45%, 47.46%, 15.57%
54027,6.51%, 44.84%, 38.32%, 16.56%
54029,26.16%, 25.92%, 52.08%, 21.73%
54031,4.86%, 45.90%, 41.04%, 12.89%
54033,19.09%, 31.93%, 51.02%, 16.91%
54035,8.10%, 37.33%, 45.44%, 16.99%
54037,5.80%, 38.21%, 44.01%, 17.35%
54039,8.52%, 38.40%, 46.91%, 14.42%
54041,7.89%, 36.77%, 44.66%, 18.24%
54043,23.36%, 33.03%, 56.39%, 9.86%
54045,47.61%, 20.47%, 68.08%, 11.26%
54047,51.92%, 19.84%, 71.76%, 8.21%
54049,30.41%, 25.32%, 55.74%, 18.80%
54051,18.63%, 29.33%, 47.95%, 22.35%
54053,13.60%, 34.00%, 47.60%, 18.26%
54055,8.00%, 38.91%, 46.91%, 13.89%
54057,7.88%, 45.09%, 37.21%, 17.56%
54059,43.76%, 23.77%, 67.53%, 8.42%
54061,15.06%, 34.35%, 49.41%, 15.99%
54063,1.97%, 42.64%, 44.61%, 12.64%
54065,13.68%, 48.37%, 34.69%, 16.58%
54067,21.86%, 31.05%, 52.91%, 15.69%
54069,10.18%, 35.97%, 46.15%, 17.60%
54071,1.03%, 44.35%, 45.38%, 10.10%
54073,4.12%, 36.97%, 41.08%, 21.65%
54075,8.99%, 37.05%, 46.05%, 16.58%
54077,4.73%, 42.20%, 37.47%, 20.10%
54079,4.80%, 43.91%, 39.12%, 16.70%
54081,17.73%, 34.50%, 52.24%, 12.88%
54083,15.66%, 34.20%, 49.86%, 15.48%
54085,16.08%, 49.46%, 33.38%, 16.87%
54087,6.83%, 37.68%, 44.51%, 17.23%
54089,20.44%, 33.84%, 54.28%, 11.57%
54091,13.43%, 33.07%, 46.49%, 20.31%
54093,15.01%, 34.79%, 49.79%, 15.17%
54095,0.14%, 37.90%, 37.76%, 24.10%
54097,4.17%, 42.47%, 38.30%, 18.88%
54099,16.29%, 35.05%, 51.35%, 13.45%
54101,42.20%, 22.68%, 64.88%, 12.19%
54103,19.51%, 29.89%, 49.40%, 20.40%
54105,4.37%, 39.42%, 43.79%, 16.54%
54107,5.30%, 42.83%, 37.52%, 19.41%
54109,30.82%, 29.36%, 60.19%, 10.37%
55001,13.34%, 30.63%, 43.97%, 24.89%
55003,21.93%, 28.26%, 50.20%, 20.80%
55005,7.37%, 32.49%, 39.86%, 27.08%
55007,18.24%, 29.50%, 47.74%, 22.02%
55009,4.71%, 41.24%, 36.53%, 21.81%
55011,13.91%, 29.19%, 43.11%, 27.18%
55013,11.19%, 31.47%, 42.66%, 24.95%
55015,10.00%, 40.98%, 30.98%, 27.47%
55017,9.01%, 32.56%, 41.57%, 25.40%
55019,3.78%, 33.44%, 37.22%, 28.78%
55021,1.04%, 37.94%, 38.98%, 22.68%
55023,14.72%, 30.59%, 45.31%, 23.00%
55025,25.11%, 29.49%, 54.60%, 15.17%
55027,9.89%, 41.93%, 32.03%, 25.58%
55029,5.32%, 39.69%, 34.37%, 25.45%
55031,29.84%, 25.52%, 55.36%, 18.65%
55033,14.72%, 29.00%, 43.72%, 26.40%
55035,11.27%, 33.81%, 45.08%, 20.78%
55037,1.36%, 35.60%, 36.96%, 27.17%
55039,13.54%, 44.45%, 30.91%, 23.95%
55041,11.70%, 31.89%, 43.59%, 24.31%
55043,5.34%, 33.16%, 38.49%, 27.66%
55045,4.09%, 34.46%, 38.55%, 26.33%
55047,11.22%, 40.85%, 29.06%, 29.63%
55049,11.61%, 32.39%, 44.01%, 23.06%
55051,12.57%, 32.72%, 45.28%, 21.46%
55053,12.32%, 31.41%, 43.73%, 24.23%
55055,4.51%, 39.85%, 35.34%, 24.27%
55057,1.15%, 36.85%, 38.00%, 24.29%
55059,12.11%, 32.11%, 44.21%, 23.02%
55061,4.63%, 34.40%, 39.03%, 26.02%
55063,7.55%, 36.14%, 43.69%, 19.56%
55065,7.14%, 32.85%, 39.99%, 26.45%
55067,2.59%, 38.74%, 36.15%, 24.34%
55069,7.34%, 32.48%, 39.82%, 27.10%
55071,4.59%, 33.94%, 38.54%, 27.09%
55073,0.93%, 36.51%, 37.44%, 25.45%
55075,1.70%, 37.85%, 36.15%, 25.66%
55077,3.14%, 34.55%, 37.69%, 27.05%
55078,38.53%, 21.03%, 59.57%, 19.05%
55079,18.09%, 32.51%, 50.60%, 16.34%
55081,1.84%, 36.41%, 38.24%, 24.89%
55083,1.11%, 35.59%, 36.70%, 27.41%
55085,2.32%, 35.94%, 38.26%, 25.55%
55087,9.10%, 41.65%, 32.55%, 25.34%
55089,25.46%, 53.15%, 27.68%, 18.65%
55091,16.10%, 30.74%, 46.84%, 21.86%
55093,17.25%, 28.05%, 45.30%, 26.01%
55095,12.73%, 30.14%, 42.86%, 26.30%
55097,13.76%, 32.37%, 46.13%, 21.01%
55099,10.77%, 31.04%, 41.81%, 26.74%
55101,2.92%, 36.79%, 39.71%, 23.03%
55103,3.68%, 36.81%, 40.49%, 22.24%
55105,13.35%, 31.79%, 45.13%, 22.75%
55107,11.87%, 30.50%, 42.37%, 26.17%
55109,8.44%, 31.60%, 40.04%, 27.75%
55111,1.03%, 37.94%, 38.97%, 22.54%
55113,1.87%, 36.09%, 37.96%, 25.27%
55115,6.63%, 40.40%, 33.77%, 25.29%
55117,3.59%, 41.29%, 37.70%, 20.70%
55119,1.18%, 36.49%, 35.31%, 27.67%
55121,20.30%, 27.49%, 47.79%, 24.29%
55123,12.59%, 32.02%, 44.61%, 22.73%
55125,7.57%, 40.99%, 33.42%, 25.10%
55127,10.60%, 42.74%, 32.14%, 24.54%
55129,6.43%, 33.65%, 40.07%, 25.74%
55131,18.77%, 45.41%, 26.64%, 26.05%
55133,22.99%, 51.04%, 28.06%, 20.44%
55135,15.48%, 44.27%, 28.78%, 26.29%
55137,6.23%, 39.16%, 32.94%, 27.39%
55139,8.37%, 43.56%, 35.19%, 20.86%
55141,1.74%, 37.99%, 36.25%, 24.21%
56001,11.95%, 32.46%, 44.40%, 22.24%
56003,20.58%, 46.54%, 25.54%, 25.96%
56005,19.47%, 47.42%, 24.17%, 27.95%
56007,6.24%, 34.74%, 40.99%, 23.64%
56009,17.93%, 45.44%, 27.51%, 26.52%
56011,24.56%, 51.32%, 21.17%, 26.76%
56013,4.48%, 38.77%, 34.29%, 25.86%
56015,12.05%, 45.04%, 32.98%, 21.51%
56017,9.92%, 40.77%, 30.85%, 27.18%
56019,24.48%, 51.30%, 20.85%, 26.83%
56021,2.24%, 40.46%, 38.23%, 20.74%
56023,19.11%, 45.08%, 24.84%, 25.97%
56025,0.36%, 35.46%, 35.83%, 27.91%
56027,21.54%, 48.85%, 22.92%, 27.31%
56029,18.49%, 46.55%, 24.72%, 28.06%
56031,6.67%, 41.18%, 34.51%, 23.60%
56033,1.42%, 37.21%, 35.79%, 26.24%
56035,13.21%, 45.38%, 20.82%, 32.17%
56037,13.02%, 30.02%, 43.04%, 26.02%
56039,3.17%, 34.05%, 37.22%, 27.92%
56041,9.47%, 39.12%, 29.65%, 29.56%
56043,15.12%, 43.19%, 28.08%, 27.22%
56045,21.01%, 48.40%, 24.02%, 27.39%
60010,0%,-,-,-
60020,0%,-,-,-
60030,0%,-,-,-
60040,0%,-,-,-
60050,0%,-,-,-
66010,0%,-,-,-
69085,0%,-,-,-
69100,0%,-,-,-
69110,0%,-,-,-
69120,0%,-,-,-
72001,0%,-,-,-
72003,0%,-,-,-
72005,0%,-,-,-
72007,0%,-,-,-
72009,0%,-,-,-
72011,0%,-,-,-
72013,0%,-,-,-
72015,0%,-,-,-
72017,0%,-,-,-
72019,0%,-,-,-
72021,0%,-,-,-
72023,0%,-,-,-
72025,0%,-,-,-
72027,0%,-,-,-
72029,0%,-,-,-
72031,0%,-,-,-
72033,0%,-,-,-
72035,0%,-,-,-
72037,0%,-,-,-
72039,0%,-,-,-
72041,0%,-,-,-
72043,0%,-,-,-
72045,0%,-,-,-
72047,0%,-,-,-
72049,0%,-,-,-
72051,0%,-,-,-
72053,0%,-,-,-
72054,0%,-,-,-
72055,0%,-,-,-
72057,0%,-,-,-
72059,0%,-,-,-
72061,0%,-,-,-
72063,0%,-,-,-
72065,0%,-,-,-
72067,0%,-,-,-
72069,0%,-,-,-
72071,0%,-,-,-
72073,0%,-,-,-
72075,0%,-,-,-
72077,0%,-,-,-
72079,0%,-,-,-
72081,0%,-,-,-
72083,0%,-,-,-
72085,0%,-,-,-
72087,0%,-,-,-
72089,0%,-,-,-
72091,0%,-,-,-
72093,0%,-,-,-
72095,0%,-,-,-
72097,0%,-,-,-
72099,0%,-,-,-
72101,0%,-,-,-
72103,0%,-,-,-
72105,0%,-,-,-
72107,0%,-,-,-
72109,0%,-,-,-
72111,0%,-,-,-
72113,0%,-,-,-
72115,0%,-,-,-
72117,0%,-,-,-
72119,0%,-,-,-
72121,0%,-,-,-
72123,0%,-,-,-
72125,0%,-,-,-
72127,0%,-,-,-
72129,0%,-,-,-
72131,0%,-,-,-
72133,0%,-,-,-
72135,0%,-,-,-
72137,0%,-,-,-
72139,0%,-,-,-
72141,0%,-,-,-
72143,0%,-,-,-
72145,0%,-,-,-
72147,0%,-,-,-
72149,0%,-,-,-
72151,0%,-,-,-
72153,0%,-,-,-
74300,0%,-,-,-
78010,0%,-,-,-
78020,0%,-,-,-
78030,0%,-,-,-
